Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
Nevermind,Dennis Lloyd,spotify:track:63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977,156600,4,36.69342,6,1,"What if I left and it made no sense
And you tell your friends
And they hold your hands
Baby, nevermind, nevermind
Nevermind, nevermind-

What if I left and it made no sense
And you tell your friends
And they hold your hands
Baby, nevermind, nevermind
Nevermind, nevermind-

Alright, I'm ready now, ready now
I ain't gonna, I ain't gonna fall back down now
Alright, I'll take it on, take it on me
Take it on me, hmm, baby

All I, I ever ask, ever ask
Are you gonna, are you gonna be my lover?
Tonight, and take it with, take it with me
Take it with me, hmm

What if I left and it made no sense
And you tell your friends
And they hold your hands
Baby, nevermind, nevermind
Nevermind, nevermind

What if I left and it made no sense
And you tell your friends
"
Rich & Sad,Post Malone,spotify:track:2VdT56BGpdqNHUgOe1j5vc,0.599,0.571,2,-4.998,1,0.0665,0.198,0,0.0969,0.285,151.974,206453,4,38.75987,11,1,"The president should tell me that it's money time
Amendment number two make sure I keep my money mine
Motherfucker going crazy with hysteria
Bitch it's just another day in America
In America, in America
Bitch, it's just another day in America
In America, in America
Bitch, it's just another day in America

I just touched down, LAX to JFK
Thank God for America, another day
I roll one up, then I call my bae
She blow my top, call that JFK
Bled a star, bitch, I earned my stripes
Xanax bars, Hi-Tech in my Sprite (pour up)
LA to the go, bitch, I ball like Mike
Just left the mall, now I'm fly like kite
Shipping 'round the country, but damn, getting money
Riding presidential with a Playboy bunny
Runback when I used to be bumming
"
One Call Away,Charlie Puth,spotify:track:7soJgKhQTO8hLP2JPRkL5O,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194453,4,44.86857,8,1,"I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

Call me, baby, if you need a friend
I just wanna give you love
C'mon, c'mon, c'mon
Reaching out to you, so take a chance
No matter where you go
You know you're not alone

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

"
Hello World,Lady Antebellum,spotify:track:2zdltIgwTAWGXHHJGTPKqv,0.427,0.531,8,-6.985,1,0.0297,0.0555,0.00106,0.0835,0.145,111.079,326107,4,35.39281,18,1,"Traffic crawls
Cell phone calls
Talk video screams at me
Through my tinted window I see
Little girl, rust-red minivan
She's got chocolate on her face, got little hands
And she waves at me, yeah, she smiles at me

Well hello world, how you been?
Good to see you, my old friend
Sometimes I feel cold as steel
Broken like I'm never gonna heal
And I see a light, a little hope in the little girl
Well, hello world

"
Dance Yrself Clean,LCD Soundsystem,spotify:track:2cmRpmO04TLaKPzmAzySYZ,0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,536471,4,46.57656,22,0,"Walking up to me
Expecting
Walking up to me expecting words

It happens all the time
Present company excepted
Present company
Except the worst

It happens every night
Ah-ahh
Present company
Excluded every time

Ah-ahh
Present company
The best that you can find

Talking like a jerk
Except you are an actual jerk and living proof

That sometimes friends are mean
Present company
Expect it
Present company just laugh it off

It's better than it seems
Ah-ahh
Present company
Excluded in every way
Ah-ahh
Present company
Makes me wanna stay

Killing it with close inspection
Killing it can only make it worse

It sort of makes it breed
Present company accepting
"
This Is Me,Keala Settle & The Greatest Showman Ensemble,spotify:track:45aBsnKRWUzhwbcqOJLwfe,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,49.03105,10,1,"I am not a stranger to the dark
Hide away, they say
'Cause we don't want your broken parts
I've learned to be ashamed of all my scars
Run away, they say
No one'll love you as you are

But I won't let them break me down to dust
I know that there's a place for us
For we are glorious

When the sharpest words wanna cut me down
I'm gonna send a flood, gonna drown them out
I am brave, I am bruised
I am who I'm meant to be, this is me
Look out 'cause here I come
And I'm marching on to the beat I drum
I'm not scared to be seen
I make no apologies, this is me

Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh, oh-oh-oh, oh-oh-oh, oh, oh

"
Like It's Christmas,Jonas Brothers,spotify:track:1OjmlSFuzYflWjSMTCyTJv,0.725,0.571,1,-6.007,1,0.102,0.0183,0,0.0519,0.61,146.035,200880,4,22.13985,10,1,"Da-dom-dom-dom-dom

The snow on the ground, love in the air
The sleigh bells are ringing
This is what it's all about
The fire is warm, the angels are singing

And I don't wanna miss a single thing
Don't wanna put end to all this cheer
But as long as you're with me, it's always the time of the year

You make every day feel like it's Christmas
Never wanna stop
Feelin' like the first thing on your wishlist
Right up at the top
I can't deny what I'm feelin' inside
Nothin' fake about the way you bring me to life
You make every day feel like it's Christmas
Every day that I'm with you
"
Little Talks,Of Monsters And Men,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0.446,0.757,1,-5.177,1,0.0322,0.0206,0,0.146,0.421,102.88,266600,4,38.14339,8,1,"Hey

Hey

Hey

I don't like walking around this old and empty house
So hold my hand, I'll walk with you, my dear
The stairs creak as you sleep, it's keeping me awake
It's the house tellin' you to close your eyes

And some days I can't even dress myself
It's killing me to see you this way
'Cause though the truth may vary this
Ship will carry our bodies safe to shore

Hey

Hey

Hey

There's an old voice in my head that's holding me back
Well, tell her that I miss our little talks
Soon it will be over, and buried with our past
"
Privacy,Chris Brown,spotify:track:2Vf2Pflg5rTWSvSCK4qq4A,0.741,0.58,0,-7.741,1,0.378,0.153,0,0.109,0.428,97.092,220964,4,26.59005,8,1,"I need your body in ways
That you don't understand, but I'm losing my patience
'Cause we've been going over and over again
Girl, I just wanna take you home and get right to it

Know I gotta kiss it, baby
Give it to me, lick it, lick it inside and now
You know that I just wanna make love
Want you to scream and shout
And baby, when I'm deep in it now
I'ma slow it down, 'cause ain't no speed limit
When we're moving at the speed of sound
We gon' turn all the way up when the lights down
Why your pussy so damn good, miss lady?
Go and put that booty up, baby, one on one
You know I'ma go crazy when your legs in the air
You know your panties never getting in the way
You know I kinda like it, when you make me work for it

Ayy you, girl, with the tight up skirt
Get that ass in the bed, I'ma lock the door
Shake that ass like boom shakalaka, boom shakalaka (boom, boom)
We don't need nobody watching us (yikes!)
No eyes but your eyes
Ain't nobody here but you and me
"
Procession of Black Doom,Unholy,spotify:track:51haPNIwhHxS3QMvzszUdZ,0.301,0.488,7,-11.641,1,0.0295,0.0155,0.701,0.0724,0.0709,90.306,337400,4,44.37834,9,0,"You arrived to valley of
Endless black memories
Bloodlust starts
You notice the smell of death
Time may end, serenade will start

Procession of Black Doom
"
Shameless,Camila Cabello,spotify:track:3UYiU57SMiAS5LqolhHJw1,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31E-05,0.174,0.0851,129.698,219742,4,23.32728,12,1,"Don't speak, no, don't try
It's been a secret for the longest time
Don't run (oh), no, don't hide
Been running from it for the longest time

So many mornings I woke up confused
In my dreams, I do anything I want to you
My emotions are naked, they're taking me out of my mind

Right now I'm shameless
Screamin' my lungs out for ya
Not afraid to face it
I need you more than I want to
Need you more than I want to
Show me you're shameless
Write it on my neck, why don't ya?
And I won't erase it
I need you more than I want to
Need you more than I want to

Nuh-uh, uh-uh, don't wanna do this now
Nuh-uh, uh-uh, don't wanna do this now
Nuh-uh, uh-uh, don't wanna do this now
Nuh-uh, uh-uh, don't wanna do this now
"
Sunbather,Deafheaven,spotify:track:1XIlhPjBt4udymVWzcPrwm,0.106,0.803,4,-4.727,0,0.0734,3.25E-06,0.908,0.31,0.112,154.99,616787,4,88.90313,20,0,"I held my breath and drove
Through a maze of wealthy homes
And I watched how green the trees were
And I watched how green the trees were
And I watched the steep walkways
And the white fences

I gripped the wheel
I gripped the wheel
I gripped the wheel
I gripped the wheel

I sweated against the leather
I sweated against the leather
I watched the dogs
Twist through the wealthy garden
I watched the dogs
Twist through the wealthy garden
I watched the dogs

I watched you lay on a towel
In grass that exceeded
The height of your legs
I gazed into reflective eyes
I cried against an ocean of light
An ocean of light
"
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,spotify:track:4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4,29.07767,8,1,"Why am I so in love?
Why am I so in love?
Why am I so in love?
I don't know why

Steady tryin' to maintain
Same things that a blood bitch may frame
My brain can't fathom what the hate say
He say, she say, how 'bout me say?
Get the Visa
Headed to the islands ASAP
What's that on my shawty wrist? That's a AP
I'm the type to save a bitch, CAPE
Feeling like ET, flying out of the Addy

Fucking on shawty, she baddie
Casual convo then at it
I mean I'm better than better, maybe I'm lying
I'm sadder than most of y'all with the money and the freedom, nigga
What is money really worth if it ain't love?
"
A Guy Walks Into A Bar,Tyler Farr,spotify:track:16PNN9wK1LbedzcTp7y8y0,0.428,0.78,0,-3.472,1,0.0373,0.083,0,0.115,0.431,147.986,196000,4,39.22726,8,1,"The joke's on me and it ain't funny
Everybody but me could see the punchline coming a mile away
I've heard it so many times I can tell it to the T
Believe me I could sell it all day
It goes

A guy walks into a bar, orders a drink
Sees a girl that catches his eye
Asks her if she wants another
They fall for each other and end up lovers
They laugh, cry, hold on tight, make it work for a little while
Then one night, her taillights fade out into the dark
And a guy walks into a bar
"
Go Your Own Way,Glee Cast,spotify:track:6FRutNNsVM2xVV3FAhVZLP,0.56,0.867,1,-4.801,1,0.0281,0.000273,4.25E-05,0.135,0.594,136.237,221067,4,33.35703,9,1,"Loving you isn't the right thing to do
How can I ever change things that I feel?
If I could, baby, I'd give you my world
How can I, when you won't take it from me?

You can go your own way, go your own way
You can call it another lonely day, another lonely day
You can go your own way, go your own way

Tell me why everything turned around
"
Burnin' It Down,Jason Aldean,spotify:track:5HJqpDspKDKwQpLjvkcIsD,0.681,0.795,6,-6.652,1,0.049,0.305,9.41E-06,0.109,0.64,135.939,219160,4,29.80639,8,1,"You slip your finger through the tear in my t-shirt
You stirrin' up dirty in the back of my mind
You keep on flirtin' 'cause you know that it's workin'
You're stuck in my head girl writing the lines
Couldn't sing this song without you if I tried
Let's light it up like it's our last night

We're just hangin' around
Burnin' it down
Sippin' on some cold Jack Daniel's
Jammin' to some old Alabama with you, baby
Laying right here, naked in my bed

I'm just doing my thang
You love it when I sing
Say it makes you feel like an angel
We're about to get a little tangled up right about now
So girl let's keep burnin' it down
Burnin' it down
Burnin' it down

Girl, when you want it, you know that I'm on it
You know that I love lovin' up on you
Let's hit the switch and let our shadows dance
And light it up like it's our last chance

"
Ain't It Fun,Paramore,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41E-05,0.021,0.673,104.031,296520,4,23.19282,10,1,"I don't mind
Letting you down easy, but just give it time
If it don't hurt now then just wait, just wait a while
You're not the big fish in the pond no more
You are what they're feeding on

So what are you gonna do
When the world don't orbit around you?
So what are you gonna do
When the world don't orbit around you?

Ain't it fun?
Living in the real world
Ain't it good?
Being all alone

Where you're from
You might be the one who's running things
Where you can ring anybody's bell and get what you want
See it's easy to ignore trouble
When you're living in a bubble

So what are you gonna do
When the world don't orbit around you?
So what are you gonna do
When nobody wants to fool with you?

Ain't it fun?
"
Smooth,Florida Georgia Line,spotify:track:31x4wWBghN7f5PiEZUmcAW,0.477,0.848,6,-5.419,1,0.0558,0.286,4.77E-05,0.673,0.33,161.014,170200,4,16.14771,9,1,"Home, home, home, home
Home, home, home, home
Smooth Like a Tennessee Walker
Just a walkin' on the water
You're smooth
Like a Sunday mornin' Elvis
Singin' gospel it's a hell of a groove
Like the lines on her Mercury
Girl you're put together perfectly

Good Lord almighty
Girl, you go down good
You ain't even tryin'
'Cause you wrote the book
There ain't nobody
That do me like you
The way you move that body
Girl, you're so smooth

"
Beautiful Now - Rock Mafia Remix,Zedd,spotify:track:5bfpZBEWw50zOkmoxuqMNU,0.687,0.737,11,-6.16,0,0.0269,0.017,0,0.303,0.587,117.025,173387,4,40.57058,7,0,"I see what you're wearing

There's nothing beneath it

Forgive me for staring

Forgive me for breathing

We might not know why
We might not know how

But baby, tonight
We're beautiful now
We're beautiful now
We're beautiful now

We might not know why
We might not know how
But baby, tonight
"
Roots Bloody Roots (Live),Sepultura,spotify:track:0CFtsW8f8k9VyBahQN5d3Q,0.266,0.979,6,-6.435,1,0.147,0.00046,0.694,0.925,0.0612,126.121,350027,4,81.68502,11,0,"Roots Bloody Roots
Roots Bloody Roots
Roots Bloody Roots
Roots Bloody

I believe in our fate
We don't need to fake
It's all we want to be
Watch me Freak!

I say
We're growing every day
"
Overstepping,Belmont,spotify:track:79XKPlY5fagGd2iXhDPrEs,0.525,0.989,1,-2.128,1,0.0757,3.80E-05,0.00168,0.344,0.471,102.569,243973,4,99.68481,8,0,"Hundreds of things I've never said
Clear the air, let me talk instead
Quit twisting the strings that you stitched in my back
Take off your shoes while you roam in my head

Selfish enough to leave a mess instead
You left a mess in my head

You're wasting your time here
My mind's made, don't intrude on my space
I'm pulling all my teeth
"
Mansion Door,Shakey Graves,spotify:track:0IREGCigdEmhoBup3ffrPb,0.479,0.838,5,-5.681,1,0.0381,0.00919,0.000379,0.0793,0.276,150.052,270136,4,27.07508,16,0,"Above, below
Under a lonely star
Head to toe, hand in hand
It gets a whole lot better

If your telephone rings at night
Would you put some time aside
To shut your eyes and fall apart
Under the light of a lonely star
My one and only lonely star

Above, below
Under a lonely star
"
Traveller,Chris Stapleton,spotify:track:178OI1A3qjROeFeh8lmNwW,0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,4,49.17778,11,1,"I see the sunrise creepin' in
Everything changes like the desert wind
Here she comes and then she's gone again

And I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rollin' 'til I'm in the dirt
'Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you honey, I don't know
Where I'm goin' but I've got to go
'Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller

"
Secrets,Mary Lambert,spotify:track:3V3iy4K6paycRmTyrjQVwi,0.789,0.555,0,-5.9,1,0.041,0.026,0.000135,0.215,0.713,93.229,223405,4,29.99736,9,1,"Okay
Game face
Here we go
I've got bi-polar disorder
My shit's not in order
I'm overweight
I'm always late
I've got too many things to say
I rock mom jeans, cat earrings

Extrapolate my feelings
My family is dysfunctional
But we have a good time killing each other
They tell us from the time we're young
To hide the things that we don't like about ourselves

Inside ourselves
I know I'm not the only one who spent so long attempting to be someone else
Well I'm over it
I don't care if the world knows what my secrets, are secrets are
"
When I See You Dance With Another,Royal Republic,spotify:track:0EekrTdGHFwCO6JTVq0fdh,0.486,0.971,8,-3.321,1,0.113,0.000232,0.000294,0.135,0.688,190.012,169560,4,38.48515,7,0,"Come on!
When I see you dance with another
When I see you dance with another
I can't bring myself not to bother
When I see you dance with another (Come on!)
When I see you talk to another
When I see you talk to another
I got no choice but to go undercover
When I see you dance with another, come on!
HOO! HAH! HOO!
I can't get you off of my mind
I can't get you off of my mind
God, I know your love is unkind
I can't get you off of my, my, my mind
Yeah!
Come on!
When I see you dance with another
When you put your hands on another
I can't bring myself not to bother
"
Southbound,Carrie Underwood,spotify:track:7qXPZxXn6Xmv1sjh03skiW,0.614,0.884,0,-4.019,1,0.0402,0.00122,0,0.077,0.721,100.531,202853,4,33.44558,7,1,"We got a pontoon boat with a Yamaha
People dressed like they're in Panama
Small town spring break every weekend around this place

And there's a bunch of boys trying to catch the eyes
Of all the pretty girls that are walking by
And those red neck margaritas are two for one at that old marina

Tan lines and gas station cheap sunglasses
They're coming here from all around

To get a little southbound, un-wound
Tennessee Honey kind of buzz
Then south sounds up loud
Summer dripping off of us
From the river bank to the Party Cove
'Long as it floats we'll rock the boat
It's all looking up when we get down
And get a little southbound, southbound
"
BOP,DaBaby,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4,79.54991,5,1,"You know everybody been waiting on that Baby, man
I mean, it's like ever since Baby on Baby dropped
Man, like, you know (Ever since Baby on Baby dropped)
Ain't nobody drop shit (Oh Lord, Jetson made another one)
Let's go, hah

I needed some shit with some bop in it (Let's go)
I flew past the whip with that blunt in my mouth
Watch the swervin', that whip had a cop in it (Woo)
My bitch got good pussy, fly her 'cross the country
I finish the show and I hop in it
I got me a milli', I did it legit-ly
I'm still with the shits, I'm a hot nigga (Hot)

Oh, you asking for pictures with niggas? (Huh?)
What's your name? Get the fuck out the spot, nigga (Get the fuck)
Tryna figure which deal I'ma take (Uh-huh)
I woke up, couple mil' on my plate (Let's eat)
I'm investing in real and estate (Uh-huh)
I just went gave my mama a hundred (A hundred)
Probably won't hear me open my mouth 'less you
Hearin' me talkin' 'bout finding some money (Let's go)

As soon as I found it, I flipped that (Flip)
I'm a little bit different, they get it (They dig)
Know I'm stiff on a bitch and she dig it
Tryna find out why Baby ain't all in her mentions (Hah)
No, she ain't get no DM from me (Bitch)
"
Echoes of Death,Pestilence,spotify:track:6cQ9o4AVUqZtvFjOQx7wYM,0.336,0.991,10,-7.017,0,0.109,1.97E-06,0.866,0.0465,0.256,108.006,255787,4,18.2286,14,0,"Trapped inside my self-capsule
For a journey into an atmosphere
A darkened space I'm floating in
Although I am not here

I'm caught, a room, it's coloured black
The trap I haven't chosen
I cannot think, my limbs
I cannot move, seems like they're frozen

Peaceful existence in a world
"
Cry No More,The Cross Movement,spotify:track:2xr5WyYoY17KJ9eaU9Vn3Q,0.827,0.694,11,-3.905,0,0.29,0.268,0,0.0805,0.548,93.014,267480,4,20.81604,13,0,"CHORUSOne day I won't cry no more
Can't wait for the day when people won't die no more
Daddy's won't say, bye no more; lie no more
In the streets bullets won't fly no more

Won't feel no pain no more
Won't have to push, pull, won't have to strain no more

Won't have to walk lame no more
Won't have to play the game no more.

VERSE(1):
One day we takin off baby and ever since the Lord saved me
I've been waitin for the day we can say, it's all gravy
It's all crazy tryin seeing to see life when its all hazy
How can I persist to do right when I'm all lazy?
Feel me? Too much pain it all ails me
Vexed, cause I can feel the effects of the Fall daily
The pain in my chest is strong, let's get on
Come Lord, quick, bring on the eschaton
End the search, start the new earth, flex your true worth
Honor your Son, let Him come, perfect the new birth
And We don't gotta prove that God is cool
Just know when God is thru no more godless rule
So I'm anxious to praise the Ancient of Days
"
Country Girl (Shake It For Me),Luke Bryan,spotify:track:0yD66650JxhqKbW76C2qCo,0.645,0.904,2,-4.532,1,0.0462,0.0293,0,0.0834,0.671,105.97,225560,4,30.87258,9,1,"Hey girl!
Woah, now!

You know you've got everybody lookin'

Got a little boom in my big truck
Gonna open up the doors and turn it up
Gonna stomp my boots in the Georgia mud
Gonna watch you make me fall in love

Get up on the hood of my daddy's tractor
Up on the toolbox, it don't matter
Down on the tailgate, girl I can't wait
To watch you do your thing

Shake it for the young bucks sittin' in the honky-tonks
For the rednecks rockin' 'til the break of dawn
The DJ spinnin' that country song
C'mon, c'mon, c'mon

Shake it for the birds, shake it for the bees
Shake it for the catfish swimmin' down deep in the creek
For the crickets and the critters and the squirrels
Shake it to the moon, shake it for me girl, oh

Country girl, shake it for me, girl
Shake it for me girl
Shake it for me

Country girl, shake it for me, girl
Shake it for me, girl
Shake it for me
"
Go Flex,Post Malone,spotify:track:5yuShbu70mtHXY0yLzCQLQ,0.665,0.498,5,-8.185,1,0.0831,0.228,0,0.0757,0.127,81.967,179613,4,33.74185,11,1,"Lighting stog after stog, and choke on the smoke
They tell me to quit, don't listen what I'm told
Help me forget that this world is so cold
I don't even know what I'm chasin' no more
Tell me what I want, just keep searchin' on
It's never enough, cup after cup
Blunt after blunt
I wouldn't give one if I could find a fuck, ha, ha, ha
In the cut and I put that on my momma
And my bitch called talkin' 'bout some drama
I swear there ain't no time for women on the come up
It's either the pussy or the commas

Man I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Man I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
"
Iskaba,Wande Coal,spotify:track:1qNz5rynw3I9LU8uQRETsO,0.814,0.764,0,-7.944,0,0.053,0.0794,0.0174,0.0696,0.899,125.026,224680,4,30.95748,12,0,"Iskaba
Mahuda
Spells (listen)
Oh my darling
Omo dakun
Baby jo fun mi
You know I be loving you
Iwo gon gon ni
You know you need this loving
Indeed ba bu bu bu bu bu ba ba ba eh
Oh no
Oh no
Girl you dey make me kolo
Oh no
Oh no
Girl you dey make me kolo oh
Shaking dat ass like kolo
Spray the money like o loan
Even the beat they kolo
Tunes and Wande Coal go show you
Iskaba
Iskele bete
Iskolo boto
Iskaba
Iskele bete
Iskolo boto
Iskaba
Iskele bete
Iskolo boto
Iskaba
Iskele bete
Iskolo boto
O n ja mi laya
Bo se njo nyen
Your body na fire
I know you fly but I can take you higher
Eh from head to toe she wear designer
Original babe not made in China
She say na me her heart desire
Omo forget na she be finer
"
Killed to Death,iwrestledabearonce,spotify:track:4OEMA6xK1A6Sl7kesREH4a,0.614,0.906,0,-3.716,1,0.165,0.000191,0.0436,0.305,0.35,119.957,119880,4,37.19849,6,0,"How could every single drop of consciousness be pushed aside?
Brushed under a paragidm where ignorance is left to thrive.
Five faces.
The death of death is vital to the preserver.
Hide your face to take your place inside his realm.
Divine anger.
"
State Of Grace,Taylor Swift,spotify:track:5zyCYmiaVE5y26EZuwZbsw,0.588,0.825,4,-5.882,1,0.0328,0.000197,0.00138,0.0885,0.397,129.968,295187,4,22.26457,12,1,"I'm walking fast through the traffic lights
Busy streets and busy lives
And all we know is touch and go
We are alone with our changing minds
We fall in love 'til it hurts or bleeds, or fades in time

And I never (never)
Saw you coming
And I'll never (never)
Be the same

You come around and the armor falls
Pierce the room like a cannonball
Now all we know is don't let go
We are alone, just you and me
Up in your room and our slates are clean
Just twin fire signs, four blue eyes

"
I Love You,Billie Eilish,spotify:track:6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,291796,4,31.09956,12,1,"It's not true
Tell me I've been lied to
Crying isn't like you
Ooh-ooh-ooh
What the hell did I do?
Never been the type to
Let someone see right through
Ooh-ooh-ooh

Maybe won't you take it back
Say you were tryna make me laugh
And nothing has to change today
You didn't mean to say ""I love you""
I love you and I don't want to
Ooh-ooh-ooh
"
Drink In My Hand,Eric Church,spotify:track:1cktZnxiONH0hR6Q3DKy8h,0.626,0.913,0,-4.452,1,0.0318,0.00635,0,0.293,0.946,113.044,191307,4,50.96772,10,1,"Early Monday morning, 'til Friday at five
Man I work, work, work but I don't climb, climb, climb
Boss man can shove that overtime up his can
All I wanna do is put a drink in my hand

To fill it up, or throw it down
I got a 40 hour week worth of trouble to drown
No need to complicate it, I'm a simple man
All you got to do is put a drink in my hand

Yea the parking lot is muddy, can't get to the door
I'll take my jacked up drop er' down in four by four
Chill down a long neck, warm up the band
All you gotta do is put a drink in my hand
"
Unbroken,Demi Lovato,spotify:track:7iLokTaYXjghjKpxzbIg9C,0.559,0.722,7,-4.446,1,0.0527,0.0221,0,0.101,0.383,124.923,198627,4,35.24694,9,1,"Locked up tight
Like I would never feel again
Stuck in some kind of love prison
And threw away the key, oh, oh

Terrified
Until I stared into your eyes
Made me stop to realise
The possibilities
So, so

I'm gonna love you like I've never been broken
I'm gonna say it like it's never been spoken
Tonight, tonight, I'm letting go, go, go, go
I'm gonna give it like it's never been taken
"
Make You Miss Me,Sam Hunt,spotify:track:0xwPzLmBAYro8BUz7MrtAo,0.614,0.472,7,-6.626,1,0.0297,0.158,0,0.111,0.168,146.005,225693,4,44.62753,10,1,"You hear a new song, it's your favorite
But pretty soon, you'll be changin' the station
And all your old shoes are lookin' brand-new
They wanna be worn, but they never get the chance to
Heavy into everything, ready for the next thing
To catch your eye for a while, then you're over it
You change your mind on it, soon as the shine's gone
Like you always do, you don't know it yet, but

Whoa, whoa
Whoa, whoa
I ain't gonna be that easy to leave
Whoa, whoa
Whoa, whoa
Girl, I'm gonna make you miss me
Make you wish that you were sleepin' in my shirt
Lie about my jacket and tell everyone it's yours
When your phone rings after midnight, and you're thinkin' maybe it's me
I'm gonna make you miss me
"
Swimming Pools (Drank),Kendrick Lamar,spotify:track:6REbwUNlppTfcnV4d4ZoZi,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,4,41.71323,11,1,"Pour up (drank)
Head shot (drank)
Sit down (drank)
Stand up (drank)
Pass out (drank)
Wake up (drank)
Faded (drank)
Faded (drank)

Now I done grew up 'round some people livin' their life in bottles
Granddaddy had the golden flask, backstroke every day in Chicago
Some people like the way it feels
Some people wanna kill their sorrows
Some people wanna fit in with the popular, that was my problem

I was in a dark room, loud tunes
Lookin' to make a vow soon
That I'ma get fucked up, fillin' up my cup, I see the crowd mood
Changin' by the minute
And the record on repeat, took a sip, then another sip
Then somebody said to me

Nigga, why you babysittin' only two or three shots?
I'ma show you how to turn it up a notch
First you get a swimming pool full of liquor, then you dive in it
Pool full of liquor, then you dive in it
I wave a few bottles, then I watch 'em all flock
All the girls wanna play Baywatch
I got a swimming pool full of liquor and they dive in it
Pool full of liquor, I'ma dive in it

Pour up (drank)
"
Mechanical Bull,Stella Donnelly,spotify:track:0BsYZCe5vuUHdmlcsOWSep,0.618,0.266,0,-6.675,0,0.0309,0.841,0,0.106,0.0921,128.314,161249,4,23.00543,8,0,"I'm gonna throw you all off me
Like a mechanical bull and you'll be sorry
I'll be your sweet sugar muffin with the cream
But stay on my back for too long and I'll spin you

I need to be alone
You've been at my throat
I need to be alone
You've been at my throat

I'm going to put you in place like a fixture
All unemotional, black metal bookshelf
I'll be your darling, tits, legs, honey, sweet pea
But I'm a fucking arsehole if you ask me
"
The Penniless Optimist,The Electric Swing Circus,spotify:track:1VmReZno6HCogQfamIMNzs,0.759,0.701,2,-8.836,0,0.0421,0.0741,0.00785,0.118,0.465,122.017,164383,4,56.13682,7,0,"Ladies and gentlemen
I present to you a man
He has travelled far and wide
He might not have a shelling to his name
But he has a song in his heart
He is the penniless optimist

Jute-bar-di-bi-dura-da-pa-pa-ri-pu-di-pa-pa
Got no carriage but he's got his song
Jute-bar-di-bi-dura-da-pa-pa-ri-pu-di-pa-pa
Got no silver but he's got his"
Ric Flair Drip,Offset & Metro Boomin,spotify:track:7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,-8.28,1,0.206,0.149,5.07E-05,0.114,0.333,100.007,172800,4,30.02143,14,1,"(Bijan 4 The 1 Time)
Metro Boomin want some more, nigga! (Hey)

Going to the jeweler, bust the AP, yeah (Bust it)
Slide on the water like a jet-ski, yeah (Woo, slide)
I'm tryna fuck you and your bestie, yeah (Hey)
Chopper with the scope so do not test me, (Drrt) yeah (Drrt)
Ric Flair drip, go ""woo"" on a bitch (Woo)
57 90, split the coupe on my wrist (Ice)
Multi-million dollar, I'm a fool with the hits (Ayy)
Hop up in the Lamb' and drop the roof, show the tits (Skrrt)

Poppin' but you really not gon' shoot (Pop)
90 pointers down my diamonds look like hula hoops (90)
Hopping in my Bentayga and her seat is a masseuse (Hey)
Balenciaga, check my posture, Valentino boots (Oho-ooh)
It's the Boominati way, a lotta Lambs, a lotta Wraiths (Boominati)
Never hesitate to give a nigga yellow tape (Grrt)
Ain't worried 'bout the bag 'cause the cash accumulatin' (Bags)
Soon as we came in the game, all these niggas they imitate it (Hey)
Put my mind on it then I put my grind on it (Grind)
"
