Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
Something Happened on the Way to Heaven - 2016 Remaster,Phil Collins,mellow gold,1989,115,88,66,-4,27,88,292,18,3,57,"We had our life, we had our love
But you don't know what you've got till you lose it
Well that was then and this is now
And I want you back, how many times can I say I'm sorry (How many times)
Yes I'm sorry

How can something so good go so bad (Ooh)
How can something so right go so wrong (Ooh, ooh)
I don't know, I don't have all the answers (Ooh)
And I want you back, how many times can I say I'm sorry (How many times)

Well you know you can run and you can hide
But I'm not leaving unless you come with me
We've had our problems but I'm on your side
You're all I need, please believe in me, oh yeah

I only wanted someone to love (Ooh)
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Lovesong,The Cure,dance rock,1989,140,81,61,-8,22,82,210,34,3,60,"Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
The Miracle - Remastered 2011,Queen,glam rock,1989,92,65,48,-6,55,54,301,16,3,33,"Every drop of rain that falls in Sahara desert says it all
It's a miracle
All god's creations great and small
The Golden Gate and the Taj Mahal
That's a miracle
Test tube babies being born
Mothers, fathers dead and gone
It's a miracle

We're having a miracle on Earth
Mother nature does it all for us
The wonders of this world go on
The hanging gardens of Babylon
Captain Cook and Cain and Able
Jimi Hendrix to the Tower of Babel
It's a miracle, it's a miracle, it's a miracle

It's a miracle
The one thing we're all waiting for is peace on Earth
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
The Invisible Man - Remastered 2011,Queen,glam rock,1989,120,79,70,-7,33,56,238,19,4,47,"I'm the invisible man
I'm the invisible man
Incredible how you can see right through me

When you hear a sound, that you just can't place
Feel somethin' move, that you just can't trace
When something sits on the end of your bed
Don't turn around, when you hear me tread

I'm the invisible man
I'm the invisible man
Incredible how you can see right through me
I'm the invisible man
I'm the invisible man
It's criminal how I can see right through you

Now I'm in your room and I'm in your bed
And I'm in your life, and I'm in your head
Like the CIA
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
If I Could Turn Back Time,Cher,dance pop,1989,108,57,66,-10,12,50,240,24,3,72,"If I could turn back time
If I could find a way
I'd take back those words that hurt you
And you'd stay

I don't know why I did the things I did
I don't know why I said the things I said
Pride's like a knife it can cut deep inside
Words are like weapons, they wound sometimes
I didn't really mean to hurt you
I didn't want to see you go
I know I made you cry, but baby

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Love Shack,The B-52's,art rock,1989,134,82,72,-6,85,87,322,3,5,69,"If you see a faded sign at the side of the road that says
""15 miles to the Love Shack""
Love Shack, yeah, yeah
I'm heading down the Atlanta highway
Looking for the love getaway

Headed for the love getaway
I got me a car, it's as big as a whale
And we're headin' on down to the Love Shack
I got me a Chrysler, it seats about 20
So hurry up and bring your jukebox money

The love shack is a little old place where
We can get together
Love Shack, baby (the Love Shack, baby)
Love Shack, baby, Love Shack
Love Shack, baby, Love Shack
Love Shack, baby, Love Shack (love, baby, that's where it's at)
Love Shack, baby, Love Shack (love, baby, that's where it's at)

Sign says (woo), ""Stay away, fools""
'Cause love rules at the Love Shack
Well, it's set way back in the middle of a field
Just a funky old shack and I gotta get back
Glitter on the mattress
Glitter on the highway
Glitter on the front porch
Glitter on the highway
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Thunderstruck,AC/DC,album rock,1990,134,89,50,-5,22,26,293,0,4,81,"Thunder
Thunder
Thunder
Thunder
Thunder

Thunder
Thunder
Thunder
Thunder
Thunder

I was caught in the middle of a railroad track (thunder)
I looked around, and I knew there was no turning back (thunder)
My mind raced, and I thought ""What could I do?"" (thunder)
And I knew there was no help, no help from you (thunder)

Sound of the drums
Beatin' in my heart
The thunder of guns (yeah)
Tore me apart

You've been thunderstruck
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Enjoy the Silence - Single Mix,Depeche Mode,dance rock,1990,113,81,64,-8,8,82,257,16,3,65,"Words like violence break the silence
Come crashing in, into my little world
Painful to me, pierce right through me
Can't you understand, oh, my little girl?

All I ever wanted, all I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Wind Of Change,Scorpions,album rock,1990,152,52,45,-10,10,25,312,32,4,77,"I follow the Moskva
Down to Gorky Park
Listening to the wind of change

An August summer night
Soldiers passing by
Listening to the wind of change

The world is closing in
Did you ever think
That we could be so close, like brothers

The future's in the air
Can feel it everywhere
I'm blowing with the wind of change

Take me to the magic of the moment
On a glory night
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Hunger Strike,Temple Of The Dog,alternative metal,1990,138,57,37,-11,9,30,246,2,3,59,"Well I don't mind stealing bread
From the mouths of decadence
But I can't feed on the powerless
When my cup's already overfilled

Yeah
But it's on the table
The fire's cooking
And they're farming babies
The slaves are all working

Blood is on the table
The mouths are all choking
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Candy,Iggy Pop,alternative rock,1990,144,59,62,-11,5,65,253,4,3,60,"It's a rainy afternoon in 1990
The big city
Geez, it's been 20 years
Candy, you were so fine

Beautiful, beautiful girl from the North
You burned my heart with a flickering torch
I had a dream that no one else could see
You gave me love for free

Candy, Candy, Candy
I can't let you go
All my life you're haunting me
I loved you so
Candy, Candy, Candy
I can't let you go
Life is crazy
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Send Me An Angel,Scorpions,album rock,1990,81,42,15,-12,21,17,273,43,3,69,"The wise man said just walk this way
To the dawn of the light
The wind will blow into your face
As the years pass you by
Hear this voice from deep inside
It's the call of your heart
Close your eyes and your will find
The passage out of the dark

Here I am
Will you send me an angel
Here I am
In the land of the morning star

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Don't Go Breaking My Heart,Elton John,glam rock,1990,131,86,74,-8,7,78,271,18,4,69,"Don't go breaking my heart
I couldn't if I tried
Honey if I get restless
Baby you're not that kind

Don't go breaking my heart
You take the weight off of me
Honey when you knock on my door

Ooh, I gave you my key

Woo hoo
Nobody knows it
When I was down
I was your clown
Woo hoo
Nobody knows it
(Nobody knows... it)

Right from the start
I gave you my heart
Oh-oh I give you my heart

So don't go breaking my heart
I won't go breaking your heart
Don't go breaking my heart

Nobody told us
'Cause nobody showed us
Now it's up to us babe
Whoa I think we can make it
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,adult standards,1990,109,51,74,-16,14,90,210,2,3,54,"My baby move at midnight
Go right on till the dawn
My woman take me higher
My woman keep me warm

What you doin' on your back, ah
What you doin' on your back, ah
You should be dancing, yeah
Dancing, yeah

She's juicy and she's trouble
She get it to me good
My woman give me power
Go right down to my blood

What you doin' on your back, ah
What you doin' on your back, ah
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,europop,1990,81,65,52,-7,26,72,259,34,3,73,"It must have been love
But it's over now
Lay a whisper
On my pillow
Leave the winter
On the ground
I wake up lonely
There's air of silence
In the bedroom
And all around
Touch me now
I close my eyes
And dream away

It must have been love
But it's over now
It must have been good
But I lost it somehow

It must have been love
But it's over now
From the moment we touched
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Love Rears Its Ugly Head,Living Colour,alternative metal,1990,156,48,62,-9,23,73,259,6,9,50,"Yeah ehh ehh
Ah oooh ooh
Dib um dib dib dib dib dib dib

I always thought that our relationship was good
You played the role of having sense
I always played the fool
Now something's different
I don't know the reason why
Whenever we separate
I almost want to cry

Oh no, please not that again
Love rears up its ugly head

And when I come home late you don't complain or call
So as a consequence I don't go out at all
My friends are frightened
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Black,Pearl Jam,alternative rock,1991,77,68,36,-6,34,20,343,32,3,75,"Hey, hey, yeah, uh

Sheets of empty canvas, untouched sheets of clay
Were laid spread out before me as her body once did
All five horizons revolved around her soul, as the earth to the sun
Now the air I tasted and breathed has taken a turn, ooh

Ooh, and all I taught her was everything
Ooh, I know she gave me all that she wore
And now my bitter hands chafe beneath the clouds
Of what was everything
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Smells Like Teen Spirit,Nirvana,alternative rock,1991,117,91,50,-5,11,72,302,0,6,74,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid, and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

Yeah, hey, yay

I'm worse at what I do best
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Innuendo - Remastered 2011,Queen,glam rock,1991,73,73,21,-6,30,17,393,18,6,49,"While the sun hangs in the sky and the desert has sand
While the waves crash in the sea and meet the land
While there's a wind and the stars and the rainbow
Till the mountains crumble into the plain

Oh yes we'll keep on tryin'
Tread that fine line
Oh we'll keep on tryin yeah
Just passing our time

While we live according to race, colour or creed
While we rule by blind madness and pure greed
Our lives dictated by tradition, superstition, false religion
Through the aeons, and on and on

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Alive,Pearl Jam,alternative rock,1991,75,88,28,-6,40,60,341,1,4,75,"Son, she said, have I got a little story for you
What you thought was your daddy was nothin' but a
While you were sittin' home alone at age thirteen
Your real daddy was dyin'
Sorry you didn't see him
But I'm glad we talked
Oh, I, oh, I'm still alive

Hey, I, oh, I'm still alive
Hey, I, oh, I'm still alive
Hey, oh

Oh, she walks slowly, across a young man's room
She said I'm ready for you
I can't remember anything to this very day
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Enter Sandman,Metallica,alternative metal,1991,123,82,58,-9,6,64,332,0,3,74,"Say your prayers, little one, don't forget, my son
To include everyone
I tuck you in, warm within, keep you free from sin
'Til the Sandman, he comes

Sleep with one eye open
Gripping your pillow tight

Exit light
Enter night
Take my hand
We're off to never-never land

Something's wrong, shut the light, heavy thoughts tonight
And they aren't of Snow White
Dreams of war, dreams of liars, dreams of dragons' fire
And of things that will bite, yeah

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Who Wants To Live Forever - Remastered 2011,Queen,glam rock,1991,87,40,14,-9,12,4,295,58,4,51,"There's no time for us
There's no place for us
What is this thing that builds our dreams
Yet tips 'em 'way from us

Who wants to live forever?
Who wants to live forever?

There's no chance for us
It's all decided for us
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Under the Bridge,Red Hot Chili Peppers,alternative rock,1991,85,35,56,-13,14,46,264,6,5,81,"Sometimes I feel like I don't have a partner
Sometimes I feel like my only friend
Is the city I live in, the city of angels
Lonely as I am, together we cry
I drive on her streets cause she's my companion
I walk through her hills cause she knows who I am
She sees my good deeds and she kisses me windy
I never worry, now that is a lie.
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
The Show Must Go On - 2011 Mix,Queen,glam rock,1991,83,69,31,-7,11,18,278,41,3,58,"Empty spaces
What are we living for?
Abandoned places
I guess we know the score
On and on
Does anybody know what we are looking for?

Another hero
Another mindless crime
Behind the curtain
In the pantomime
Hold the line
Does anybody want to take it anymore?

The show must go on
The show must go on, yeah
Inside my heart is breaking
My make-up may be flaking
But my smile, still, stays on
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Losing My Religion,R.E.M.,alternative rock,1991,126,86,67,-5,10,80,268,18,3,81,"Life is bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no I've said too much
I set it up
That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Jeremy,Pearl Jam,alternative rock,1991,109,85,28,-6,18,29,318,4,4,73,"At home drawing pictures
Of mountain tops
With him on top
Lemon yellow sun
Arms raised in a V
And the dead lay in pools of maroon below

Daddy didn't give attention
Oh, to the fact that mommy didn't care
King Jeremy the wicked
Oh, ruled his world

Jeremy spoke in class today
Jeremy spoke in class today

Clearly I remember
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
These Are The Days Of Our Lives - 2011 Remaster,Queen,glam rock,1991,113,40,69,-10,6,55,255,37,3,49,"Sometimes I get to feelin'
I was back in the old days, long ago
When we were kids, when we were young
Things seemed so perfect, you know
The days were endless, we were crazy, we were young
The sun was always shinin'
We just lived for fun

Sometimes it seems like lately
I just don't know
The rest of my life's been just a show

Those were the days of our lives
The bad things in life were so few
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Hammer To Fall - Remastered 2011,Queen,glam rock,1991,127,79,43,-5,13,51,218,32,9,55,"Yeah!

Here we stand or here we fall
History won't care at all
Make the bed, light the light, yeah
Lady Mercy won't be home tonight, yeah

You don't waste no time at all
Don't hear the bell but you answer the call
It comes to you as to us all
We're just waiting for the hammer to fall, yeah

Oh every night and every day
A little piece of you is falling away
But lift your face the Western Way
Build your muscles as your body decays, yeah

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Year of the Cat - 2001 Remaster,Al Stewart,album rock,1991,117,61,53,-10,12,53,401,1,3,61,"On a morning from a Bogart movie
In a country where they turn back time
You go strolling through the crowd like Peter Lorre
Contemplating a crime

She comes out of the sun in a silk dress
Running like a watercolor in the rain
Don't bother asking for explanations
She'll just tell you that she came

In the Year of the Cat

She doesn't give you time for questions
As she locks up your arm in hers
And you follow till your sense of which direction
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
No More Tears,Ozzy Osbourne,album rock,1991,103,75,35,-7,65,32,443,0,4,66,"The light in the window is a crack in the sky
A stairway to darkness in the blink of an eye
A levee of tears to learn she'll never be coming back
The man in the dark will bring another attack
Your momma told you that you're not supposed to talk to strangers
Look in the mirror, tell me, do you think you life's in danger, yeah?

No more tears (Tears, tears)
No more tears (Tears, tears)
No more tears (Tears, tears)
No more tears (Tears, tears)
(Tears, tears...)

Another day passes as the night closes in
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Give It Away,Red Hot Chili Peppers,alternative rock,1991,92,94,67,-10,15,78,283,0,5,73,"What I've got, you've got to give it to your mamma
What I've got, you've got to give it to your pappa
What I've got, you've got to give it to your daughter
You do a little dance and then you drink a little water
What I've got, you've got to get it, put it in you
What I've got, you've got to get it, put it in you
What I've got, you've got to get it, put it in you
Reeling with the feeling, don't stop continue

Realize, I don't want to be a miser
Confide with sly, you'll be the wiser
Young blood is the lovin' upriser
How come everybody wanna keep it like the Kaiser?

Give it away, give it away, give it away, now
Give it away, give it away, give it away, now
Give it away, give it away, give it away, now
I can't tell, if I'm a king pin or a pauper
Greedy little people in a sea of distress
Keep your more to receive your less
Unimpressed by material excess
Love is free, love me, say hell yes

Low brow, but I rock a little know how
No time for the piggies or the hoosegow
Get smart, get down with the pow wow
Never been a better time, than right now
Bob Marley, poet and a prophet
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Four Seasons In One Day,Crowded House,australian pop,1991,89,26,52,-17,9,49,170,82,3,51,"Four seasons in one day
Lying in the depths of your imagination
Worlds above and worlds below
The sun shines on the black clouds hanging over the domain

Even when you're feeling warm
The temperature could drop away
Like four seasons in one day

Smiling as the shit comes down
You can tell a man from what he has to say
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Walking in Memphis,Marc Cohn,folk,1991,130,51,57,-9,30,33,253,55,4,69,"Put on my blue suede shoes
And I boarded the plane
Touched down in the land of the Delta Blues
In the middle of the pouring rain
W.C. Handy
Won't you look down over me
Yeah, I got a first class ticket
But I'm as blue as a boy can be

Then I'm walking in Memphis
Was walking with my feet, ten feet off of Beale
Walking in Memphis
But do I really feel the way I feel

Saw the ghost of Elvis
On Union Avenue
Followed him up to the gates of Graceland
Then I watched him walk right through
Now security they did not see him
They just hovered 'round his tomb
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Learning To Fly,Tom Petty and the Heartbreakers,album rock,1991,117,77,65,-10,36,95,242,21,3,71,"Well, I started out
Down a dirty road
Started out all alone
And the sun went down
As I crossed the hill
And the town lit up
The world got still

I'm learning to fly
But I ain't got wings
Coming down
Is the hardest thing

Well the good ol' days
May not return
And the rocks might melt
And the sea may burn

I'm learning to fly
(I'm learning to fly)
But I ain't got wings
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
In Bloom - Nevermind Version,Nirvana,alternative rock,1991,157,88,44,-5,21,51,255,0,6,64,"Sell the kids for food
Weather changes moods
Spring is here again
Reproductive glands

He's the one
Who likes all our pretty songs
And he likes to sing along
And he likes to shoot his gun
But he knows not what it means
Knows not what it means

And I say he's the one
Who likes all our pretty songs
And he likes to sing along
And he likes to shoot his gun
But he knows not what it means
Knows not what it means
And I say, yeah
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
I'm Going Slightly Mad - Remastered 2011,Queen,glam rock,1991,116,83,64,-6,19,31,263,57,5,48,"When the outside temperature rises
And the meaning is oh so clear
One thousand and one yellow daffodils
Begin to dance in front of you - oh dear
Are they trying to tell you something?
You're missing that one final screw
You're simply not in the pink my dear
To be honest you haven't got a clue
I'm going slightly mad
I'm going slightly mad
It finally happened - happened
It finally happened - ooh oh
It finally happened - I'm slightly mad
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
On the Border - 2001 Remaster,Al Stewart,album rock,1991,98,64,48,-12,8,73,202,6,3,49,"The fishing boats go out across the evening water
Smuggling guns and arms across the Spanish border
The wind whips up the waves so loud
The ghost moon sails among the clouds
Turns the rifles into silver on the border

On my wall the colours of the maps are running
From Africa the winds they talk of changes coming
The torches flare up in the night
The hand that sets the farms alight
Has spread the word to those who're waiting on the border

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
I Can't Dance - 2007 Remaster,Genesis,album rock,1991,108,53,91,-9,5,90,241,50,5,54,"Hot sun beating down
Burning my feet just walking around

Hot sun making me sweat
'Gators getting close, hasn't gotten me yet

I can't dance, I can't talk
Only thing about me is the way I walk
I can't dance, I can't sing
I'm just standing here selling everything

Blue jeans sitting on the beach
Her dog's talking to me, but she's out of reach
She's got a body under that shirt
But all she wants to do is rub my face in the dirt

'Cause I can't dance, I can't talk
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
No Son of Mine - 2007 Remaster,Genesis,album rock,1991,104,60,66,-9,10,26,399,13,3,39,"Well the key to my survival
Was never in much doubt
The question was, how I could keep sane
Trying to find a way out?
Things were never easy for me
Peace of mind was hard to find
And I needed a place where I could hide
Somewhere I could call mine

I didn't think much about it
'Til it started happening all the time
Soon I was living with the fear everyday
Of what might happen that night
I couldn't stand to hear the crying
Of my mother, and I remember when
I swore that that would be the last they'd see of me
And I never went home again

They say that time is a healer
And now my wounds are not the same
I rang the bell with my heart in my mouth
I had to hear what he'd say

He sat me down to talk to me
He looked me straight in the eyes
He said

""You're no son, you're no son of mine""
""You're no son, you're no son of mine""
""You walked out, you left us behind""
""And you're no son, you're no son of mine""

Oh, his words how they hurt me, I'll never forget it
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
I Can't Make You Love Me,Bonnie Raitt,classic rock,1991,125,15,59,-17,24,11,333,85,3,66,"Turn down the lights, turn down the bed
Turn down these voices inside my head
Lay down with me, tell me no lies
Just hold me close, don't patronize
Don't patronize me

'Cause I can't make you love me if you don't
You can't make your heart feel somethin' it won't
Here in the dark, in these final hours
I will lay down my heart and I'll feel the power
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Love of the Common People,Paul Young,album rock,1991,91,61,74,-11,6,89,221,9,8,55,"(A-ah-e-ah, e-ah, e-ah, e-ah, e-ah, e-ah, e-ah, e-ah)

Living on free food tickets
Water in the milk from a hole in the roof where the rain came through
What can you do, hmm?
Tears from your little sister
Crying because she doesn't have a dress without a patch for the party to go
But you know she'll get by

'Cause she's living in the love of the common people
Smiles from the heart of a family man (a-ah-e-ah)
Daddy's gonna buy you a dream to cling to
Mama's gonna love you just as much as she can (It's so cold)
And she can

It's a good thing you don't have a bus fare (it's a good thing, ah-chh)
It would fall through the hole in your pocket and you'd lose it in the snow on the ground (a-ah-e-ah)
You got to walk into town to find a job (what's enough?)
Tryin' to keep your hands warm (it's so cold)
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Mysterious Ways,U2,irish rock,1991,100,66,67,-8,11,70,244,0,3,63,"Johnny, take a walk with your sister the moon
Let her pale light in to fill up your room
You've been living underground, eating from a can
You've been running away, from what you don't understand (Look)

She's slippy, you're sliding down
She'll be there, when you hit the ground

It's all right, it's all right, it's all right
She moves in mysterious ways
It's all right, it's all right, it's all right
She moves in mysterious ways, oh

Johnny, take a dive with your sister in the rain
Let her talk about the things you can't explain
To touch is to heal, to hurt is to steal
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Killing In The Name,Rage Against The Machine,alternative metal,1992,89,83,47,-4,3,66,314,3,30,78,"Killing in the name of

Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Uh!

Killing in the name of
Killing in the name of

Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
Now you do what they told ya

And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
But now you do what they told ya
Well now you do what they told ya

Those who died are justified
For wearing the badge, they're the chosen whites
You justify those that died
By wearing the badge, they're the chosen whites
Those who died are justified
For wearing the badge, they're the chosen whites
You justify those that died
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Fear of the Dark - 2015 Remaster,Iron Maiden,album rock,1992,110,87,31,-6,23,23,438,0,6,55,"I am a man who walks alone
And when I'm walking a dark road
At night or strolling through the park
When the light begins to change
I sometimes feel a little strange
A little anxious when it's dark

Fear of the dark
Fear of the dark
I have a constant fear that something's always near
Fear of the dark
Fear of the dark
I have a phobia that someone's always there

Have you run your fingers down the wall?
And have you felt your neck skin crawl
When you're searching for the light?
Sometimes when you're scared to take a look
At the corner of the room
You've sensed that something's watching you

Fear of the dark
Fear of the dark
I have a constant fear that something's always near
Fear of the dark
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Everybody Hurts,R.E.M.,alternative rock,1992,94,32,47,-10,12,17,320,62,3,74,"When your day is long
And the night, the night is yours alone
When you're sure you've had enough
Of this life, well hang on

Don't let yourself go
'Cause everybody cries
Everybody hurts sometimes

Sometimes everything is wrong
Now it's time to sing along

When your day is night alone (hold on, hold on)
If you feel like letting go (hold on)
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Kayleigh,Marillion,album rock,1992,106,67,56,-7,9,60,243,2,3,58,"Do you remember chalk hearts melting on a playground wall
Do you remember dawn escapes from moonwashed college halls
Do you remember the cherry blossom in the market square
Do you remember I thought it was confetti in our hair
By the way didn't I break your heart
Please excuse me I never meant to break your heart
So sorry I never meant to break your heart
But you broke mine

Kayleigh is it too late to say I'm sorry?
And Kayleigh could we get it together again
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,album rock,1992,94,52,56,-12,94,64,289,32,5,70,"See if you can spot this one

What will you do when you get lonely
And no one's waiting by your side?
You've been running and hiding much too long
You know it's just your foolish pride

Layla
You've got me on my knees, Layla
Begging darling please, Layla
Darling, won't you ease my worried mind?

Tried to give you consolation
Your old man, he let you down
Like a fool, I fell in love with you
You turned my whole world upside down
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
I Will Always Love You,Whitney Houston,dance pop,1992,67,21,31,-13,8,11,271,84,4,77,"If I should stay
I would only be in your way
So I'll go, but I know
I'll think of you every step of the way

And I will always love you
I will always love you
You
My darling, you, mm, mm

Bittersweet memories
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Nightswimming,R.E.M.,alternative rock,1992,114,39,57,-11,10,57,258,80,3,62,"Nightswimming deserves a quiet night

The photograph on the dashboard, taken years ago
Turned around backwards so the windshield shows
Every street light reveals a picture in reverse
Still it's so much clearer

I forgot my shirt at the water's edge
The moon is low tonight

Nightswimming deserves a quiet night
I'm not sure all these people understand

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Friday I'm in Love,The Cure,dance rock,1992,136,76,53,-12,34,51,214,0,3,67,"I don't care if Monday's blue
Tuesday's grey and Wednesday too
Thursday, I don't care about you
It's Friday, I'm in love

Monday, you can fall apart
Tuesday, Wednesday, break my heart
Oh, Thursday doesn't even start
It's Friday, I'm in love

Saturday, wait
And Sunday always comes too late
But Friday, never hesitate

I don't care if Monday's black
Tuesday, Wednesday, heart attack
Thursday, never looking back
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Sharp Dressed Man,ZZ Top,album rock,1992,125,77,65,-8,10,40,252,0,3,53,"Oh
Yeah
Oh

Clean shirt, new shoes
And I don't know
Where I am goin' to
Silk suit, black tie (black tie)
I don't need a reason why

They come runnin'
Just as fast as they can
'Cause every girl crazy
'Bout a sharp dressed man
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Man On The Moon,R.E.M.,alternative rock,1992,119,70,67,-8,20,66,314,42,3,67,"Mott the Hoople and the game of life
Yeah, yeah, yeah, yeah
Andy Kaufman in the wrestling match
Yeah, yeah, yeah, yeah

Monopoly, twenty one, checkers, and chess
Yeah, yeah, yeah, yeah
Mister Fred Blassie in a breakfast mess
Yeah, yeah, yeah, yeah

Let's play twister, let's play risk
Yeah, yeah, yeah, yeah
See you heaven if you make the list
Yeah, yeah, yeah, yeah

Now, Andy did you hear about this one?
Tell me, are you locked in the punch?
Andy are you goofing on Elvis?
Hey, baby are we losing touch?

If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool

Moses went walking with the staff of wood
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Gimme All Your Lovin',ZZ Top,album rock,1992,120,79,66,-7,6,71,240,5,3,44,"I got to have a shot
'Cause what you got is oh so sweet
You got to make it hot
Like a boomerang I need a repeat

Gimme all your lovin'
All your hugs and kisses too
Gimme all your lovin'
Don't let up until we're through

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
What's Up?,4 Non Blondes,new wave pop,1992,134,56,56,-10,11,45,296,16,3,78,"25 years and my life is still
Trying to get up that great big hill of hope
For a destination

I realized quickly when I knew I should
That the world was made up of this brotherhood of man
For whatever that means

And so I cry sometimes
When I'm lying in bed just to get it all out
What's in my head
And I, I am feeling a little peculiar
And so I wake in the morning
And I step outside
And I take a deep breath and I get real high
And I scream from the top of my lungs
What's going on?

And I say, hey yeah yeah-eh-eh, hey yeah yeah
I said hey, what's going on?
And I say, hey yeah yeah-eh-eh, hey yeah yeah
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Lavender,Marillion,album rock,1992,138,55,33,-6,9,23,224,31,3,51,"I was walking in the park
Dreaming of a spark
When I heard the sprinklers whisper
Shimmer in the haze of summer lawns

Then I heard the children singing
They were running through the rainbows
They were singing a song for you
Well it seemed to be a song for you
The one I wanted to write for you, for you, you

Lavenders blue, dilly dilly, lavenders green
When I am king, dilly dilly
You will be queen
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
