track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Lyrics
Shawty Is A 10,The-Dream,spotify:track:4nuMA47XIxcu85zkkDkz1t,0.742,0.441,7,-5.541,0,0.0403,0.0689,0,0.0715,0.39,74.987,232040,4,65.82027,11,1,"Shawty Rock To The Beat For Ya Boy
Shawty
Do It
Rock To The Beat For Ya Boy
Radio Killa, Killa, Killa

[Verse 1:]
Shawty fine, Shawty Tight
Shoulda Stayed There All Night
With You (You) With You
I Missed Ya, Picked Ya
Now It's Time I
Get Back up With You(You)Girl With You
Oh Yeah
We Used To Kick Up At The Park
Now She's All Grown Up (up)
Rockin Them Stilettos
Jumpin up Outta That Mercedes Truck (truck)

[Bridge:]
It Was Kiesha
It Was Sonya
It Was Tonya
It Was Monique
It Was Nece
It Was Keke
Now I See You At 23
All I Can Say Is

[Chorus:]
Ahhhhhhhhh, Ahhhhhhhhh
And I Don't Need No Hook For This Hit
Cause Shawty Right There Is a ten, a ten
...

******* This Lyrics is NOT for Commercial use *******"
I Wish,Carl Thomas,spotify:track:3lqT89gv8p3PYwXtr3ODjv,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760,4,37.12971,9,1,"It was love at first sight
I know from the way she looked at me

Her eyes said it all

Long days and nights, we spent
Until she dropped the bomb on me
When she said that she was unhappily married with children

And I wish I never met her at all
Even though I love her so
But she got love from me

But she still belongs to someone else

It hurts so bad for sure
...

******* This Lyrics is NOT for Commercial use *******"
My Friend Jack,The Smoke,spotify:track:6eYh3A7TE8cIwKFGK5vLTj,0.524,0.913,11,-7.502,1,0.088,0.107,0.000138,0.255,0.503,134.308,185320,4,51.09772,8,0,"My friend Jack eats sugarlumps
My friend Jack eats sugarlumps
Sugarman hasn't got a care
He's been traveling everywhere

Been on a voyage across the ocean
Heard the sweet sounds of wheels in motion
He's seen the hawk fly high to hail the setting sun

My friend Jack eats sugarlumps
My friend Jack eats sugarlumps
Sugarman hasn't got a care
...

******* This Lyrics is NOT for Commercial use *******"
(Reach Up For The) Sunrise,Duran Duran,spotify:track:1UiRhN1y1ML67E7oTjKtlZ,0.468,0.977,0,-4.048,1,0.119,0.00129,0.000989,0.972,0.344,129.955,334587,4,32.94508,15,1,"Now the time has come (has come), the music is between us
Though the night seems young (seems young), is at an end
Only change will bring (will bring) you out of the darkness
In this moment everything (everything) is born again

Reach up for the sunrise
Put your hands into the big sky
You can touch the sunrise
Feel the new day enter your life

Reach up for the sunrise
Put your hands into the big sky
You can touch the sunrise
Feel the new day enter your life

Now the fireball burns, we go 'round together
...

******* This Lyrics is NOT for Commercial use *******"
Why Don't We Just Dance,Josh Turner,spotify:track:2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,192800,4,31.82336,11,1,"Baby, why don't we just turn that TV off?
Three hundred fifteen channels of nothin' but bad news on
Well it might be me, but the way I see it
The whole wide world has gone crazy
So baby, why don't we just dance?

Guess the little bitty livin' room ain't gonna look like much
When the lights go down and we move the couch
It's gonna be more than enough
For my two left feet and our two hearts beatin'
Nobody's gonna see us go crazy
...

******* This Lyrics is NOT for Commercial use *******"
Made You Look,Nas,spotify:track:3qRPc4QpHGNwKFAzCdqwxA,0.658,0.936,5,-5.105,0,0.3,0.172,0,0.321,0.711,95.439,203000,4,22.97479,11,1,"Bravehearts, Bravehearts, Bravehearts
Bravehearts, Bravehearts, Bravehearts

Uh, now let's get it all in perspective
For all y'all enjoyment, a song y'all can step with
Y'all appointed me to bring rap justice
But I ain't Five-O, y'all know it's Nas, yo
Grey Goose and a whole lotta hydro
Only describe us as soldier survivors
Stay laced in the best, well dressed with finesse
In a white tee lookin' for wifey

Thug girl who fly and talks so nicely
Put her in the coupe so she can feel the nice breeze
We can drive through the city no doubt
But don't say my car's topless, say the titties is out
Newness here's the Anthem
Put your hand up that you shoot with, count your loot with
Push the pool stick in your new crib, same hand that you hoop with
Swing around like you stupid

King of the town? Yeah, I been that
You know I click-clack, where you and your mens at?
Do the Smurf, do the Wop, Baseball Bat
Rooftop like we bringing '88 back

They shootin', aw, made you look
You a slave to a page in my rhyme book
Gettin' big money, playboy your time's up
...

******* This Lyrics is NOT for Commercial use *******"
She Will Be Loved,Maroon 5,spotify:track:2Cvnclm1mu2Ksn5uRnhCyI,0.699,0.674,0,-6.668,0,0.0299,0.0528,0,0.143,0.576,102.05,257080,4,48.14515,10,1,"Beauty queen of only eighteen
She had some trouble with herself
He was always there to help her
She always belonged to someone else
I drove for miles and miles
And wound up at your door
I've had you so many times but somehow
I want more
I don't mind spending everyday
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay awhile
And she will be loved
Tap on my window knock on my door
I want to make you feel beautiful
I know I tend to get so insecure
It doesn't matter anymore
...

******* This Lyrics is NOT for Commercial use *******"
Fish And Poi,Sean Na'auao,spotify:track:7A6K7roZu3VjaoqIPOkMrL,0.772,0.674,6,-7.886,0,0.039,0.018,8.25e-06,0.0431,0.719,132.089,231653,4,23.59002,13,0,"I've been many places, tasted all the flavors
If there's one thing I can't understand, it's why I'm never satisfied
There's nothing like the feeling, when you start craving
Flashbacks reminiscing about that one very first luau

Soon as I start to head back home
I call my bruddahs up on the phone
We're heading down to that special place
Where you can bulk up for days

I like my fish and poi, I'm a big boy
Lomi salmon, pipikaula, extra large lilikoi
Squid or chicken lu'au, don't forget the laulau
Beef or trip stew just to name a few, oh yeah

...

******* This Lyrics is NOT for Commercial use *******"
Want To,Sugarland,spotify:track:1mJ05BN0So26a14iib85aI,0.709,0.725,4,-4.999,1,0.0556,0.208,4.54e-05,0.158,0.759,97.046,213360,4,28.35802,6,1,"I've packed a cooler and a change of clothes
Let's jump and see how far it goes
You got my heart and your daddy's boat
We got all night to make it float

We could sit on the shore, we could just be friends
Or we could jump in

Whole world could change in a minute
Just one kiss could stop this spinning
We could think it through
But I don't want to if you don't want to
We could keep things just the same
Leave here the way we came with nothing to lose
...

******* This Lyrics is NOT for Commercial use *******"
Play Something Country,Brooks & Dunn,spotify:track:7MevrbPAGEaw1IgkaBmv82,0.684,0.909,0,-3.797,1,0.0321,0.0782,1.22e-06,0.373,0.864,115.034,195280,4,26.53403,12,1,"Yes, she blew through the door like TNT
Put her hand on her hip, pointed a finger at me
Said I'm a whiskey drinkin', cowboy chasin', helluva time
I like Kenny, Keith, Alan and Patsy Cline
I'm a full-grown Queen Bee lookin' for honey
Ha-ooh-hoo, aw, play somethin' country

Yeah, the band took a break
The DJ played P Diddy
She said I didn't come here to hear
Somethin' thumpin' from the city
Said, ""I, I shaved my legs, I paid my money""
Ha-ooh-hoo, play somethin' country
...

******* This Lyrics is NOT for Commercial use *******"
Deck The Halls,SHeDAISY,spotify:track:3MAQlKrBxFN5QXR7SqxYQh,0.568,0.828,1,-7.123,0,0.0403,0.0151,2.05e-05,0.167,0.407,118.836,229773,4,27.28664,8,1,"Deck the halls
(Deck the halls)
With boughs of holly
(With boughs of holly)
Fa-la-la, la-la

Tis the season
(We wish you a merry Christmas)
Tis the season
(We wish you a merry Christmas)

Deck the halls with boughs of holly
Fa-la-la-la-la-la
Tis the season to be jolly
...

******* This Lyrics is NOT for Commercial use *******"
Swing,Trace Adkins,spotify:track:3xtvbmRrXAb5m5ng0KPMSk,0.584,0.857,2,-5.103,1,0.033,0.00416,0.000896,0.276,0.742,108.027,216707,4,38.55449,7,1,"Take me out to the ball game

Swing, batter, batter
Swing, batter, batter
Swing, batter, batter, swing
Swing, batter, batter
Swing, batter, batter
Swing, batter, batter, swing

(Strike one)
Hey baby, do you do come here often?
(Strike two)
Hey baby, now what's your sign?
(Strike three)
Hold on now where you goin'? (He is out)
Jimmy's out, next in line

Swing, batter, batter
Swing, batter, batter
Swing, batter, batter, swing
Swing, batter, batter
Swing, batter, batter
Swing, batter, batter, swing

(First Base)
Why yes, I went to Harvard (safe)
(Big league)
...

******* This Lyrics is NOT for Commercial use *******"
Hey Jealousy,Hit The Lights,spotify:track:3eX9lxyEX3xazm97qZVCud,0.423,0.884,9,-4.174,1,0.0529,0.00129,0,0.375,0.531,85.006,178293,4,23.83165,11,0,"Tell me do you think it'd be all right
If I could just crash here tonight
You can see I'm in no shape for driving
And anyway I've got no place to go

And you know it might not be that bad
You were the best I'd ever had
If I hadn't blown the whole thing years ago
I might not be alone

Tomorrow we can drive around this town
And let the cops chase us around
The past is gone but something might be found
To take its place

Hey Jealousy (x4)

And you can trust me not to think
And not to sleep around
If you don't expect too much from me
You might not be let down
...

******* This Lyrics is NOT for Commercial use *******"
Fifteen,Taylor Swift,spotify:track:4t0OI7XrODjSkAu3bTPmWj,0.556,0.651,7,-4.396,1,0.0266,0.067,0,0.145,0.203,95.485,294333,4,20.65438,15,1,"You take a deep breath and you walk through the doors
It's the mornin' of your very first day
You say hi to your friends you ain't seen in a while
Try and stay out of everybody's way

It's your freshman year and you're gonna be here
For the next four years in this town
Hopin' one of those senior boys will wink at you and say
""You know, I haven't seen you around before""

'Cause when you're 15
And somebody tells you they love you
You're gonna believe them
And when you're 15
Feelin' like there's nothin' to figure out, well

Count to ten, take it in
This is life before you know who you're gonna be
At 15

You sit in class next to a redhead named Abigail
And soon enough, you're best friends
Laughin' at the other girls who think they're so cool
...

******* This Lyrics is NOT for Commercial use *******"
Nothing Left,As I Lay Dying,spotify:track:2zy79BntQ1kumEUeqM5O84,0.388,0.979,0,-4.389,1,0.176,6.34e-05,0.0567,0.663,0.0547,183.905,223653,4,27.13409,14,0,"This world was never worthy
But how can I call it unfaithful
Every promise was fulfilled
As decay crawled from its throat
Like the dead rising from an open grave

Like the dead rising
From an open grave

Lips of splendor
Tongue of deceit
All dying now
As our fragile wrists hold only waste
...

******* This Lyrics is NOT for Commercial use *******"
I Hate This Part,The Pussycat Dolls,spotify:track:3tSuRiNgJmMqmYR23dCqnR,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,218400,4,26.51327,11,1,"We're driving slow through the snow on 5th Avenue
And right now radio's all that we can hear
Now we ain't talked since we left, it's so overdue
It's cold outside but between us it's worse in here

The world slows down
But my heart beats fast right now
I know this is the part
Where the end starts

I can't take it any longer
Thought that we were stronger
All we do is linger
Slipping through my fingers
I don't wanna try now
All that's left's goodbye to
Find a way that I can tell you

I hate this part right here
I hate this part right here
I just can't take your tears
I hate this part right here

Everyday, seven takes of the same old scene
...

******* This Lyrics is NOT for Commercial use *******"
The Legend of the Rent Is Way Hardcore,Here Comes The Kraken,spotify:track:2mMdcYfLLLPZqc4aYRSPEd,0.307,0.899,8,-3.42,1,0.167,0.000194,0.000179,0.296,0.187,125.508,339515,4,85.69938,12,0,"It's our last wine

We have been destroying
And fighting in too many wars

Two opposite sides
Defeating a worthless Cause

Trying to kill each other
Taking lives
Running over Blood

Burning souls
Taking lives
Running over blood

We lost Friends
Everyday feeling alone
Nothing to lose

God sake
Forsaken
Maybe tonight
It's our last wine

...

******* This Lyrics is NOT for Commercial use *******"
Summertime Clothes,Animal Collective,spotify:track:3eaJHhtNsKOumLQYU7bnas,0.491,0.871,4,-5.564,1,0.0969,0.00164,0,0.361,0.322,135.996,274213,4,19.03151,11,0,"Summer...
Summer...
Summer...
Summer...
Summer...

Sweet summer night and I'm stripped to my sheets
Forehead is leaking, my AC squeaks
And a voice from the clock says, ""You're not gonna get tired""
My bed is a pool and the walls are on fire
Soak my head in the sink for a while
Chills on my neck and it makes me smile but
My bones have to move and my skin's gotta breathe
You pick up the phone and I'm so relieved

You slide down your stairs to the heated street
And the sun has left us with slippery feet
And I want to walk around with you
And I want to walk around with you
And be here with you, we're going.

(I'm not sure where...
I'm not sure where, but I have seen you today)

It doesn't really matter, I'll go where you feel
...

******* This Lyrics is NOT for Commercial use *******"
Ready For The Floor,Hot Chip,spotify:track:6q6PeTloTbL2vb1Gt9sQQc,0.764,0.759,1,-5.443,0,0.0413,0.00903,0,0.0746,0.937,128.999,234240,4,23.33363,11,0,"Do it, do it, do it, do it, do it, do it, do it now
Say it, say it, say it, say it, say it, say it, say it now

Do it, do it, do it, do it, do it, do it, do it now
Say it, say it, say it, say it, say it, say it, say it now
Do it, do it, do it, do it, do it, do it, do it now

Instead of carving up the wall
Why don't you open up, we talk?
I am ready, I am ready for a fall
Instead of carving up the wall
Why don't you open up, we talk?
We are ready, we are ready for the floor

I can't hear your voice, do I have a choice?
I'm hoping with chance, you might take this dance
I can't hear your voice, do I have a choice?
(You're sinking below, I'm using my force)
...

******* This Lyrics is NOT for Commercial use *******"
Winter Born (This Sacrifice),The Crüxshadows,spotify:track:0eSKf2zVy1qpGIWC0IJxit,0.502,0.918,2,-4.607,0,0.0629,0.0867,0.000119,0.192,0.133,132.991,381133,4,37.03579,13,0,"Dry your eyes and quietly bear this pain with pride
For heaven shall remember the silent and the brave
And promise me they will never see, the fear within our eyes
(My eyes are closed)
We will give strength to those who still remain

So bury fear, for fate draws near
And hide the signs of pain
With noble acts, the bravest souls
Endure the heart's remains
Discard regret, that in this debt
A better world is made
That children of a newer day might remember
And avoid our fate

(I've waited all day in the pouring rain, but nobody came, no, nobody came)

And in the fury of this darkest hour
We will be your light
You've asked me for my sacrifice
And I am Winter born
Without denying, a faith is come
That I have never known
I hear the angels call my name
And I am Winter born

Hold your head up high-for there is no greater love
...

******* This Lyrics is NOT for Commercial use *******"
Standing Still,Jewel,spotify:track:3ME8wEbmrIlu5FS0Jgb0R0,0.615,0.68,2,-6.616,1,0.0338,0.152,7.18e-06,0.0797,0.34,123.9,270333,4,47.6313,11,1,"Cutting through the darkest night
With my two head lights
Trying to keep it clear
But I'm losing it here, to the twilight

There's a dead end to my left
There's a burning bush to my right
You aren't in sight
You aren't in sight

Do you want me
Like I want you?

Or am I standing still
Beneath the darkened sky
Or am I standing still
With the scenery flying by
Or am I standing still
Out of the corner of my eye
Was that you
Passing me by?

Mother's on the stoop, boys in souped up coupes
...

******* This Lyrics is NOT for Commercial use *******"
Unwritten,Natasha Bedingfield,spotify:track:1D1nixOVWOxvNfWi0UD7VX,0.706,0.801,5,-6.333,1,0.0399,0.00577,0,0.0822,0.63,100.013,259333,4,34.44567,11,1,"I am unwritten
Can't read my mind, I'm undefined
I'm just beginning
The pen's in my hand, ending unplanned

Staring at the blank page before you
Open up the dirty window
Let the sun illuminate the words that you cannot find
Reaching for something in the distance
So close you can almost taste it
Release your inhibitions

Feel the rain on your skin
No one else can feel it for you
Only you can let it in
No one else, no one else
Can speak the words on your lips
Drench yourself in words unspoken
Live your life with arms wide open
Today is where your book begins
The rest is still unwritten, yeah
Oh, oh

I break tradition
Sometimes my tries, are outside the lines yeah, yeah
We've been conditioned to not make mistakes
But I can't live that way oh, oh

...

******* This Lyrics is NOT for Commercial use *******"
Apokathilosis,Suicidal Angels,spotify:track:6oBJJZOgGTonnYQihbt5eb,0.367,0.943,1,-3.228,1,0.288,0.00187,0.351,0.325,0.409,109.946,214093,4,57.44891,9,0,"Speeches full of empty words
To the gods of lust
Foolishness, stupidity
Prayers of wrath
Release your curse on your last breath
One step before eternity, life after death
Whispering, let mercy on my soul
On your knees you crawl
Time stands still before these sacred halls
Unspoken truth lies beyond these walls

Deny
Defy
Destroy
Attack (Apokathilosis)

Believe in nothing to be seen
...

******* This Lyrics is NOT for Commercial use *******"
Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,spotify:track:15A3uqmUTxJ1KJGfAdiywb,0.82,0.952,5,-4.778,1,0.0723,0.117,0.000258,0.106,0.36,121.949,254120,4,47.55261,11,1,"Konvict, konvict...

I met her on the walk way
Staring as she walked pass
She looked back at me side ways and said
I can't help but to ask

I said you wanna be startin' somethin'
You got to be startin' somethin'
I said you wanna be startin' somethin'
You got to be startin' something

We end up going back to her place
Wish I could tell you what I saw
The sexiest women in a negligee
We hit it off until the morning
Until you hear her say

Ama ma se,
Ma ma sa, ma ma coo sa
Ma ma se, ma ma sa,
Ma ma coo sa

Billie Jean is always talkin'
When nobody else is talkin'
Tellin' lies and rubbin' shoulders
So they called her mouth a motor
Someone's always tryin' to start my baby cryin'
Talkin', squealin', lyin'
...

******* This Lyrics is NOT for Commercial use *******"
Anti-Tank (Dead Armour),Bolt Thrower,spotify:track:2A3dxZgqNoFtejjNyeLf4c,0.444,0.871,6,-7.489,1,0.0446,1.75e-06,0.732,0.11,0.456,125.953,255293,4,32.05035,8,0,"Scattered on foreign fields
Lie the burnt out hulls of our dead armour
Old landscape wreckage
And this earth now scorched

Selfless acts of bravery
In the face of overwhelming force
Hold position - position held
Retained new glory sought

Shattered defenses now alone
...

******* This Lyrics is NOT for Commercial use *******"
There It Go! (The Whistle Song),Juelz Santana,spotify:track:50UkypyQJbSQLaXHke5Yep,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,180493,4,22.43057,10,1,"Santana
(Ay)
It's Dipset
There it go
Baby don't stop now
There it go
Baby don't stop now
[Whistling]
There it go
Damn shorty look good
And I'm thinkin' â€~bout gettin' at her
Okay, time to whistle at her
Ay girl you make my whistle blow
There it go
Bring it here baby
There it go
Bring it here baby
Top down and I'm at it again
It's hot now and I'm at it to win
You heard me
Who want it with me?
Nobody want it with me
Oh I'm so fly
Oh Mami come â€~n get me
Sit it down
Back up
Bring it on back up
Move it â€~til you feel something hard in your back up
There it go
If you want it, come and get it
I aint kiddin', I'm wit it
Here it go, go
[Whistling]
So girl let me see you get low
There it go, yeah jus' like that
Move your thang like a boomerang
...

******* This Lyrics is NOT for Commercial use *******"
Diminished To B,Necrophagist,spotify:track:5esqeT3Xj9Bk8rWOfpq4st,0.323,0.962,1,-8.556,1,0.101,2.32e-05,0.56,0.352,0.16,111.893,299107,4,38.41709,14,0,"Surrounded by darkness and cold
The mind in pain grabs for hold.
Diminished, to be diminished.
The missing link in the chain
...

******* This Lyrics is NOT for Commercial use *******"
SOS,Rihanna,spotify:track:30cSNer6TV8x2utjULVeQ5,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,4,39.16919,10,1,"La-la-la, la-la-la, la-la-la-la-la, oh
You know, I've never felt like this before (oh, oh)
La-la-la, la-la-la, la-la-la-la-la, oh
This feels like, so unreal (oh, oh)

I'm obsessive when just one thought of you comes up
And I'm aggressive, just one thought ain't close enough
You got me stressing, incessantly pressing the issue
'Cause every moment gone you know I miss you

I'm the question, and you're of course the answer
Just hold me close, boy, 'cause I'm your tiny dancer
You make me shaken up, never mistaken
But I can't control myself, got me calling out for help

S-O-S, please, someone help me
It's not healthy for me to feel this
Y-O-U are making this hard
I can't take it, see it don't feel right

S-O-S, please, someone help me
It's not healthy for me to feel this
Y-O-U are making this hard
You got me tossing and turning, can't sleep at night

This time, please someone come and rescue me
'Cause you on my mind, it's got me losing it
I'm lost, you got me looking for the rest of me
...

******* This Lyrics is NOT for Commercial use *******"
Marry For Money,Trace Adkins,spotify:track:5WHjU4AtVwvUcEemV5ENmn,0.607,0.834,4,-4.902,1,0.0856,0.0418,0.000355,0.421,0.687,125.924,183680,4,29.55143,9,1,"She was pretty
She was smart
She was witty
Yeah she had charm
Cupid shot me
That's what got me down the aisle

But that match made in heaven
Went straight to hell
Split up our possessions
Put the house up for sale
And I learned a lesson I won't be forgetting
The next time around

I'm gonna marry for money
I'll be so damn rich it ain't funny
I'm gonna have me a trust fund
Yacht club, hot tub piece of the pie
...

******* This Lyrics is NOT for Commercial use *******"
Don't Forget About Us,Mariah Carey,spotify:track:2hQU8LNZFUcXLUwqeABX3K,0.7,0.529,10,-6.816,0,0.0395,0.0422,0,0.101,0.386,143.555,233867,4,54.16478,11,1,"Don't forget about us
(Bone Bone Bone Bone)
Don't baby, don't baby, don't let it go...
(I'm never gonna let it go...)

(Yall know what this is. So So Def)
Why do we make up just to break up?
Wanna be together but the world tryna take us
In different directions and ain't even tell us the choices, the blessins collected
But hold on now wait a second, caught up in my recollection
I remember that body you flexin
Baby me and you was all night sexin
Your boy put it down, didn't he?
You told me you'd never forget
First time that you let me hit, got on top of it and just rode it rode it
All night long (Ha), shoulda been all life long
Me and you cheatin, won't right no wrongs
But, with a good memory, we'll stay strong
(Let's go)

I've met alot of women in my lifetime
I still never met nuttin like you
...

******* This Lyrics is NOT for Commercial use *******"
What a Horrible Night to Have a Curse,The Black Dahlia Murder,spotify:track:430xmK8Tw4J4VG8PxCqO4I,0.507,0.993,5,-3.44,1,0.139,1.69e-05,0.000665,0.0804,0.104,108.012,230693,1,57.06953,10,0,"This twisted wretched place shadowed by the utmost darks of hell
In dreams of black beyond the bound of a withered witch's spell
Where the doors surely are locked when the sun threatens to wane
Where shamblers dwell in dim moon light beyond the warmth of day
Liars line the roads at dawn
Watchful eyes are upon you held
Sacred weapons to the sacred revealed
To be unleashed upon this council of hell

Blood flows down the streets at night where wolves cry out for flesh
Where a horrible curse taints the woodlands nearby
With the forms of the walking dead

...

******* This Lyrics is NOT for Commercial use *******"
Bloodhunt,Urgehal,spotify:track:66w6Z8g4bLDRgXX2U91i3t,0.115,0.968,7,-7.818,0,0.123,0.434,0.644,0.276,0.0388,151.873,240133,4,71.62981,12,0,"The coffins are closed
When the daylight shines
On the freezing stones
Of this castle

The coffins lie deep
Into the Crypts
Of it's darkest halls
Past dungeons and narrow walls

...

******* This Lyrics is NOT for Commercial use *******"
Pretty Vegas,INXS,spotify:track:37oEm1l0NL6Ud2ccgsdgND,0.624,0.922,5,-4.536,0,0.0604,0.00121,2.46e-05,0.0785,0.676,141.968,205413,4,17.52849,10,1,"Falling asleep at the wheel again, baby
You're drifting over the line, line, yeah
Your hands are tight but you're losing grip quickly
Fix me, can you read the signs?

Thumbing your way to Vegas, dirty
And dreaming of the other side
Save your tears and laughter
Because it doesn't matter what you find

It ain't pretty
After the show
It ain't pretty when the pretty leaves you
With no place to go
If you think you need it
Here's the place to feed it
But it ain't pretty

When everything that you do is wrong
And you feel like you can barely survive, yeah
When those around you are crumbling downwards
...

******* This Lyrics is NOT for Commercial use *******"
Sorry,Buckcherry,spotify:track:0EbnUc05YEKhZRKgbrZWpq,0.54,0.773,2,-3.627,1,0.0288,0.0315,0,0.176,0.381,130.952,228387,4,28.31211,8,1,"Oh, I
Had a lot to say
Was thinking

On my time away
I missed you
And things weren't the same
'Cause everything inside

It never comes out right
And when I see you cry
It makes me want to die
I'm sorry I'm bad
I'm sorry I'm blue
I'm sorry about all things I said to you
And I know
I can't take it back
I love how you kiss
I love all you're sounds

And baby the way you make
My world go round
And I just wanted to say
I'm sorry
...

******* This Lyrics is NOT for Commercial use *******"
My Best Friend,Tim McGraw,spotify:track:5BeY2wY4rGFD1Q3aXO83Bv,0.444,0.484,9,-8.311,1,0.0289,0.12,0,0.135,0.263,147.715,279867,4,38.53582,12,1,"I never had no one that I could count on
I've been let down so many times
And I was tired of hurtin'
So tired of searchin' 'til you walked into my life

It was a feelin' I'd never known
And for the first time, I didn't feel alone

You're more than a lover
There could never be another to make me feel the way you do
Oh, we just get closer
I fall in love all over every time I look at you
I don't know where I'd be without you here with me
Life with you makes perfect sense
...

******* This Lyrics is NOT for Commercial use *******"
The Staunton Lick,Lemon Jelly,spotify:track:24UPAuTCzIAVobhZnwfFqo,0.64,0.867,7,-7.93,1,0.0579,0.322,0.611,0.0688,0.413,174.711,322133,4,45.12149,8,0,"This is basic plucking
Or the Staunton Lick

Hold down the chord of C
Pluck a fretted bass string
...

******* This Lyrics is NOT for Commercial use *******"
8th World Wonder,Kimberley Locke,spotify:track:7oGIRgJMViLFRzGHyhF9bI,0.537,0.758,7,-4.065,1,0.0249,0.0103,0,0.131,0.295,100.041,240733,4,59.2209,10,1,"Woke up early this morning
Made my coffee like I always do
Then it hit me from nowhere
Everything I feel about me and you
The way you kiss me, crazy
Baby, you're so amazing

Seven days and seven nights of thunder
The water's rising and I'm slipping under
I think I fell in love with the eighth world wonder
Yeah, yeah, yeah

I guess that I'm just falling
Deeper into something I've never known, yeah
But the way that I'm feeling
Makes me realize that it can't be wrong
Your love's like a summer rain
...

******* This Lyrics is NOT for Commercial use *******"
The Middle,Jimmy Eat World,spotify:track:6GG73Jik4jUlQCkKg9JuGO,0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,165853,4,35.79429,9,1,"Hey, don't write yourself off yet
It's only in your head, you feel left out
Or looked down on
Just try your best
Try everything you can
And don't you worry what they tell themselves
When you're away

It just takes some time
Little girl, you're in the middle of the ride
Everything, everything'll be just fine
Everything, everything'll be alright, alright

Hey, you know they're all the same
You know you're doing better on your own (on your own)
So don't buy in
...

******* This Lyrics is NOT for Commercial use *******"
A Prophecy,Asking Alexandria,spotify:track:0Fk2NcRQpungRyAx9Y6KTk,0.233,0.943,2,-3.443,0,0.171,0.00878,0,0.359,0.0501,149.992,213640,4,41.88753,10,0,"How stubborn are the scars when they won't fade away?
Or just a gentle reminder that now are better days?
We'll be home soon, so dry your eyes
You'll be okay (You'll be okay)

Oh, my God
The water is rising, it's rising
You just have to believe in me
Failing that I'll ride this storm alone

We can still make it out
Fuck

...

******* This Lyrics is NOT for Commercial use *******"
Best Of Both Worlds,Hannah Montana,spotify:track:6Z0F3Mqj7tq1CBZo5qMlUg,0.676,0.861,1,-3.645,1,0.0501,0.0512,0,0.0613,0.681,124.031,174120,3,34.00237,10,1,"Oh yeah
Come on
You get the limo out front (Ooh-Ooh)
Hottest styles, every shoe, every color
Yeah, when you're famous it can be kinda fun
It's really you but no one ever discovers

In some ways you're just like all your friends
But on stage you're a star

You get the best of both worlds
Chill it out, take it slow
Then you rock out the show
You get the best of both worlds
Mix it all together and you know that it's
The best of both worlds
The best of both worlds

You go to movie premiers (is that Orlando Bloom?)
Hear your songs on the radio
Livin' two lives is a little weird (yeah)
But school's cool cuz nobody knows
...

******* This Lyrics is NOT for Commercial use *******"
Sterile Nails and Thunderbowels,Silencer,spotify:track:0Jkhj0i11F5Dwt0ZrGgeQc,0.251,0.839,7,-8.527,0,0.106,0.000213,0.106,0.197,0.161,143.08,375733,4,42.18696,9,0,"Vast Souls
And Inhumans,
Bitten By Infected Jaws

Abandoned Minds
And Corpses
Lurking With Moulded Eyes
Lacerated Bodies
...

******* This Lyrics is NOT for Commercial use *******"
Burn,Usher,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928,231933,4,21.78233,11,1,"I don't understand why
See it's burning me to hold onto this
I know this is something I gotta do
But that don't mean I want to
What I'm trying to say is that I... love you, I just
I feel like this is coming to an end
And its better for me to
Let it go now than hold on and hurt you
I gotta let it burn

It's gonna burn for me to say this
But it's comin' from my heart
It's been a long time coming
But we done been fell apart
Really wanna work this out
But I don't think you're gonna change
I do but you don't think it's best we go our separate ways
Tell me why I should stay in this relationship
When I'm hurting baby, I ain't happy baby
Plus there's so many other things I gotta deal with
I think that you should let it burn

When the feeling ain't the same and your body don't want to
But you know gotta let it go 'cause the party ain't
Jumpin' like it used to even though this might bruise you
Let it burn
Let it burn, gotta let it burn

Deep down you know it's best for yourself but you
...

******* This Lyrics is NOT for Commercial use *******"
About You Now,Miranda Cosgrove,spotify:track:3oRMeMMJ1xUhBBpy2iGE2g,0.489,0.868,6,-3.8,1,0.13,0.00558,0,0.602,0.658,164.98,190560,4,24.97876,8,1,"Maybe I'm wrong, you decide
Should've been strong, yeah, I lied
Nobody gets me like you

Couldn't keep hold of you then
How could I know what you meant?
There was nothing to compare to

There's a mountain between us
But there's one thing I'm sure of
That I know how I feel about you

Can we bring yesterday back around?
'Cause I know how I feel about you now
I was dumb, I was wrong, I let you down
But I know how I feel about you now
...

******* This Lyrics is NOT for Commercial use *******"
