Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
When You Say Nothing At All,Ronan Keating,dance pop,2000,174,45,46,-11,8,42,257,16,3,74,"It's amazing how you can speak right to my heart
Without saying a word, you can light up the dark
Try as I may I can never explain
What I hear when you don't say a thing

The smile on your face lets me know that you need me
There's a truth in your eyes saying you'll never leave me
The touch of your hand says you'll catch me wherever I fall
You say it best, when you say nothing at all

All day long I can hear people talking out loud
But when you hold me near, you drown out the crowd
...

******* This Lyrics is NOT for Commercial use *******"
Hard Sun,Eddie Vedder,permanent wave,2007,143,83,44,-7,32,65,322,5,3,66,"When I walk beside her, I am the better man
When I look to leave her, I always stagger back again
Once I built an ivory tower, so I could worship from above
When I climbed down to be set free, she took me in again

There's a big, a big hard sun
Beating on the big people
In the big hard world

When she comes to greet me she is mercy at my feet
And when I see her bitter charm, she just throws it back at me
Once I dug an early grave to find a better land
She just smiled and laughed at me, and took her blues back again

There's a big, a big hard sun
Beating on the big people
In the big hard world

Oh, there's a big, a big hard sun
Beating on the big people
In the big hard world

When I go to cross that river, she is comfort by my side
...

******* This Lyrics is NOT for Commercial use *******"
Belfast Child,Simple Minds,art rock,2008,81,39,14,-13,10,30,404,30,5,43,"When my love said to me
Meet me down by the gallow tree
For it's sad news I bring

About this old town and all that it's offering
Some say troubles abound
Some day soon they're gonna pull the old town down

One day we'll return here
When the Belfast Child sings again

Brothers, sisters, where are you now?
As I look for you right through the crowd
All my life here I've spent
...

******* This Lyrics is NOT for Commercial use *******"
Jerusalem,Anouk,dutch indie,2004,132,84,61,-7,8,54,236,0,4,40,"Sir can you tell me how to get to Jerusalem?
'Cause I have kinda lost my way
Sir will you help me get there as fast as I can?
Tomorrow might be too late

'Cause things ain't what they used to be
My love for life is gone you see
Am I fighting things I cannot see?
People always tellin' me, how sweet and simple life could be
They say, ""You might as well live before you die""

But one thing I know for sure
I am a danger to myself, how come?
Yeah one thing I know for sure
I need some guidance, to get me out of this hellhole
Jerusalem, can you help me find my way back to Jerusalem? Yeah

It took me quite some time to get into Jerusalem
...

******* This Lyrics is NOT for Commercial use *******"
Mr Bojangles,Robbie Williams,dance pop,2001,137,33,51,-11,18,27,198,72,11,58,"I knew a man Bojangles
And he'll dance for you
In worn out shoes
With silver hair, a ragged shirt
And baggy pants
He would do the old soft shoe
He would jump so high
Jump so high
Then he'd lightly touch down

Told me of the time he worked with
With Minstrel shows
Travelling throughout the south
...

******* This Lyrics is NOT for Commercial use *******"
When The Sun Goes Down,Arctic Monkeys,garage rock,2006,169,88,35,-5,12,41,202,3,20,57,"So who's that girl there?
I wonder what went wrong
So that she had to roam the streets
She don't do major credit cards
I doubt she does receipts
It's all not quite legitimate

And what a scummy man
Just give him half a chance
I bet he'll rob you if he can
Can see it in his eyes, yeah
That he's got a driving ban
Amongst some other offences

And I've seen him with girls of the night
And he told Roxanne to put on her red light
They're all infected but he'll be alright
Cause he's a scumbag, don't you know
I said he's a scumbag, don't you know!

Although you're trying not to listen
...

******* This Lyrics is NOT for Commercial use *******"
Frozen,Madonna,dance pop,2009,108,74,59,-8,18,29,379,51,3,55,"How can life be what you want it to be?
You're frozen
When your heart's not open

Mmm-hmm
If I could melt your heart
Mmm-hmm
We'd never be apart
Mmm-hmm
If I could melt your heart
...

******* This Lyrics is NOT for Commercial use *******"
The Racing Rats,Editors,alternative dance,2007,153,84,32,-4,8,22,258,0,5,43,"When the time comes
That you're no longer there
Fall down to my knees
Begin my nightmare

Words spill from my drunken mouth
I just can't keep 'em all in
I keep up with the racing rats
And do my best to win

Slow down little one
You can't keep running away
You mustn't go outside yet
It's not your time to play

Standing at the edge of your town
With the skylight in your eyes
...

******* This Lyrics is NOT for Commercial use *******"
Life in Technicolor ii,Coldplay,permanent wave,2008,131,91,47,-7,25,29,245,0,4,47,"There's a wild wind blowing
Down the corner of my street
Every night there the headlights are glowing
There's a cold war coming
On the radio, I heard
Baby, it's a violent world

Oh, love, don't let me go
Won't you take me where the streetlights glow
I can hear it coming
...

******* This Lyrics is NOT for Commercial use *******"
Ruby,Kaiser Chiefs,alternative rock,2007,93,93,44,-3,8,40,203,1,5,62,"Let it never be said
That romance is dead
'Cause there's so little else

Occupying my head
There is nothing I need
Except the function to breath

But I'm not really fussed
Doesn't matter to me
Ruby, Ruby, Ruby, Ruby!

Do ya, do ya, do ya, do ya!
Know what you're doing, doing to me!
Ruby, Ruby, Ruby, Ruby!

...

******* This Lyrics is NOT for Commercial use *******"
Elevation,U2,irish rock,2000,110,80,58,-8,5,42,226,0,4,49,"High, higher than the sun
You shoot me from a gun
I need you to elevate me here
At the corner of your lips
As the orbit of your hips
Eclipse, you elevate my soul
I've got self-control

Been living like a mole now
Going down, excavation
I and I in the sky
You make me feel like I can fly
So high, elevation
Check it out, I'm speaking out

...

******* This Lyrics is NOT for Commercial use *******"
Black Betty,Ram Jam,album rock,2005,117,73,49,-9,16,83,236,0,9,61,"Whoa, Black Betty (Bam-ba-lam)
Whoa, Black Betty (Bam-ba-lam)
Black Betty had a child (Bam-ba-lam)
The damn thing gone wild (Bam-ba-lam)
She said, ""I'm worryin' outta mind"" (Bam-ba-lam)
The damn thing gone blind (Bam-ba-lam)
I said oh, Black Betty (Bam-ba-lam)
Whoa, Black Betty (Bam-ba-lam)

Whoa, Black Betty (Bam-ba-lam)
...

******* This Lyrics is NOT for Commercial use *******"
Wrong,Novastar,belgian rock,2000,90,66,54,-8,55,49,214,14,4,48,"She just left me, oh
And there's no one here that I
Want to change her for
And I was good for her
Still she says she don't know
Who she adores

Where did we go wrong
Was it somewhere along this trip to Miami
Where did we go wrong
Was it somewhere along this trip to Miami
...

******* This Lyrics is NOT for Commercial use *******"
Never Be Clever,Herman Brood & His Wild Romance,dutch indie,2001,138,89,56,-5,32,96,183,54,4,41,"Going down the line, my head up high
Wonder why it's so hard to feel fine
Got all I need
Plastic teeth
A pocket full of speed
And I'm cool with the heat
I got a groovy little lady
Seems I'm waisting het time
Got a hit and a bullet
Still back in crime

People say I used to do better
Si I guess I'm gonna have to get myself together
...

******* This Lyrics is NOT for Commercial use *******"
Undisclosed Desires,Muse,modern rock,2009,116,59,68,-7,8,64,235,1,3,65,"I know you've suffered
But I don't want you to hide
It's cold and loveless
I won't let you be denied

Soothing
I'll make you feel pure
And trust me
You can be sure

I want to reconcile the violence in your heart
I want to recognize your beauty is not just a mask
I want to exorcise the demons from your past
...

******* This Lyrics is NOT for Commercial use *******"
Mother Earth,Within Temptation,dutch metal,2003,105,59,43,-6,24,15,330,2,3,45,"Birds and butterflies
Rivers and mountains she creates
But you'll never know
The next move she'll make
You can try
But it is useless to ask why
Cannot control her
She goes her own way

She rules
Until the end of time
She gives and she takes
She rules
Until the end of time
She goes her own way

With every breath
And all the choices that we make
...

******* This Lyrics is NOT for Commercial use *******"
One More Time,Daft Punk,electro,2001,123,70,61,-9,33,48,320,2,13,75,"One more time
One more time

One more time
We're gonna celebrate
Oh yeah, all right
Don't stop the dancing

One more time
We're gonna celebrate
Oh yeah, all right
Don't stop the dancing

One more time
We're gonna celebrate
Oh yeah, all right
Don't stop the dancing

One more time
We're gonna celebrate
Oh yeah

One more time

One more time
We're gonna celebrate
Oh yeah, all right
Don't stop the dancing

One more time
We're gonna celebrate
Oh yeah
Don't stop the dancing

One more time

I'm just feelin'
Celebration tonight
Celebrate
Don't wait too late
No he don't stop
...

******* This Lyrics is NOT for Commercial use *******"
(You're The) Devil in Disguise,Elvis Presley,adult standards,2002,123,73,48,-8,11,87,140,57,17,65,"You look like an angel (look like an angel)
Walk like an angel (walk like an angel)
Talk like an angel
But I got wise

You're the devil in disguise
Oh, yes, you are, devil in disguise

You fooled me with your kisses
You cheated and you schemed
Heaven knows how you lied to me
You're not the way you seemed

...

******* This Lyrics is NOT for Commercial use *******"
Make It Wit Chu,Queens of the Stone Age,alternative metal,2007,92,81,70,-5,13,58,290,36,3,59,"You wanna know if I know why?
I can't say that I do
Don't understand the evil eye
Or how one becomes two

And I just can't recall what started it all
Or how to begin in the end
I ain't here to break it
Just see how far it will bend
Again and again, again and again

I wanna make it
I wanna make it wit chu (anytime, anywhere)
I wanna make it (again and again)
...

******* This Lyrics is NOT for Commercial use *******"
Farewell To The Fairground,White Lies,alternative dance,2009,118,77,53,-5,12,30,257,0,4,54,"The lights still in our eyes
We're leaving this whole fairground behind
It's a dream that's going cold
The circus never dies
The act forever haunts these skies
I know we cannot stay

Farewell to the fairground
These rides aren't working anymore
Goodbye to this dead town
Until the ice begins to thaw

This place used to gleam
I see it in my hopeful dreams
Now I have to get away
We move towards the stars
And all that we touch becomes ours
Let's keep warm 'til it's day

Farewell to the fairground
These rides aren't working anymore
Goodbye to this dead town
Until the ice begins to thaw
...

******* This Lyrics is NOT for Commercial use *******"
9 Crimes,Damien Rice,acoustic pop,2006,74,17,33,-13,9,10,219,91,3,57,"Leave me out with the waste
This is not what I do
It's the wrong kind of place
To be thinking of you

It's the wrong time
For somebody new
It's a small crime
And I got no excuse

And is that alright? Yeah
Give my gun away when it's loaded
That alright? Yeah
If you don't shoot it how am I supposed to hold it?

That alright? Yeah
Give my gun away when it's loaded
That alright? Yeah, with you?

Leave me out with the waste
This is not what I do
...

******* This Lyrics is NOT for Commercial use *******"
Changes,2Pac,g funk,2007,111,66,87,-7,14,32,269,4,8,72,"Come on, come on
I see no changes, wake up in the morning, and I ask myself
Is life worth living, should I blast myself?
I'm tired of bein' poor, and even worse I'm black
My stomach hurts, so I'm lookin' for a purse to snatch

Cops give a damn about a negro
Pull the trigger, kill a nigga, he's a hero
Give the crack to the kids who the hell cares
One less hungry mouth on the welfare

First, ship 'em dope and let 'em deal the brothers
Give 'em guns, step back, watch 'em kill each other
It's time to fight back, that's what Huey said
Two shots in the dark, now Huey's dead

I got love for my brother, but we can never go nowhere
Unless we share with each other
We gotta start makin' changes
Learn to see me as a brother instead of two distant strangers

And that's how it's supposed to be
How can the devil take a brother, if he's close to me?
I'd love to go back to when we played as kids
But things changed, and that's the way it is

Come on, come on
That's just the way it is
Things will never be the same
That's just the way it is
Ooh, yeah

Come on, come on
That's just the way it is
Things will never be the same
That's just the way it is
Aww, yeah

I see no changes, all I see is racist faces
...

******* This Lyrics is NOT for Commercial use *******"
Don't Give up the Fight,Racoon,dutch indie,2010,91,30,28,-13,12,26,210,88,3,27,"Please don't give up the fight
For no reason, but your own
I never said that the fight
Would be easy

Because it won't
I will remember you
And all that we've been through
There's no angel that can be more angel

Than you
I see you every night
And your star is shinig bright
And I cry and I smile
...

******* This Lyrics is NOT for Commercial use *******"
I Follow Rivers - Live @ Giel!,Triggerfinger,belgian rock,2010,110,41,67,-9,3,71,214,15,6,42,"One, Two, Three

Oh I beg you: can I follow?
Oh I ask you: why not always?
Be the ocean, where I unravel,
Be my only, be the water where I'm wading.
You're my river running high,

Run deep, run wild.
I-I follow, I follow you
Deep sea baby, I follow you
I-I follow, I follow you

...

******* This Lyrics is NOT for Commercial use *******"
Liverpool Rain,Racoon,dutch indie,2010,183,50,45,-7,11,21,266,25,3,26,"Stuck in a van
As far away as I possibly can
Stuck in a mood
So far away that it couldn't be good
My back hurts and it rains
Screw England, screw the young and insane
We travel in vain
The dreams are the same

So look at the hero in the Liverpool rain
I'll stick by you forever, and do it in vain
You travel the houses, soothing the pain
Putting a smile on my face once again
So look at the heroes in the Liverpool rain
Are we here in vain

Stuck in a van, and to be honest again
Well, I don't give a damn
...

******* This Lyrics is NOT for Commercial use *******"
No Mercy,Racoon,dutch indie,2010,104,57,77,-6,11,61,165,9,3,36,"She walks in and says, ""Come on, let's have it""
She brings out the worst you can be
It's a good day for a bad habit
Don't you dare to disagree
(She likes to surf alone)

Cheap bastard thinks he's something groovy
Straight down from church you wanna bet
She'll play him like some kind of movie
And then smokes the last of his cigarettes

She's got no mercy for the soldiers
No mercy for the king
No mercy for the soldiers
No mercy for the king
No mercy for the soldiers
And no mercy for no king
...

******* This Lyrics is NOT for Commercial use *******"
Raise Your Glass,P!nk,dance pop,2010,122,71,70,-5,3,63,203,0,8,76,"Right, right, turn off the lights
We're gonna lose our minds tonight
What's the dealio?
I love when it's all too much
5:00 a.m. turn the radio up
Where's the rock 'n' roll?

Party crasher, penny snatcher
Call me up if you a gangster
Don't be fancy, just get dancy
Why so serious?

So raise your glass if you are wrong
In all the right ways, all my underdogs
We will never be, never be anything but loud
And nitty gritty, dirty little freaks
Won't you come on and come on and raise your glass?
Just come on and come on and raise your glass

Slam, slam, oh, hot damn
What part of party don't you understand?
...

******* This Lyrics is NOT for Commercial use *******"
Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,"Christmas night
Another fight
Tears we cried a flood
Got all kinds of poison in
Of poison in my blood

I took my feet to Oxford street
Trying to right a wrong
""Just walk away"" those windows say
But I can't believe she's gone

When you're still waiting for the snow to fall
Doesn't really feel like Christmas at all

Up above candles on air flicker
Oh, they flicker, and they flow
...

******* This Lyrics is NOT for Commercial use *******"
The Promise You Made,Cock Robin,dance rock,2010,117,41,71,-14,15,65,227,38,4,48,"If I laid down my love to come to your defense
Would you worry for me with a pain in your chest?
Could I rely on your faith to be strong
To pick me back up and to push me along?

(Tell me) you'll be there in my hour of need
You won't turn me away
Help me out of the life I lead
Remember the promise you made
Remember the promise you made

...

******* This Lyrics is NOT for Commercial use *******"
Back Home,Golden Earring,album rock,2010,123,84,47,-6,10,74,232,6,5,37,"Goin' back right through the city
Through the country, rivers so pretty
People wonder why I'm going back home
Just the place where I belong

Back home,
Back home,
Back home,
Back home
Well I'm a round the world rambler
...

******* This Lyrics is NOT for Commercial use *******"
Times Are Changing,DI-RECT,dutch indie,2010,123,81,50,-6,15,28,206,4,4,47,"Everybody is in a separate zone
All together but we're so alone.
Staring out through a wall of glass,
Look away because it's gonna crash.

And ooh...
My hart is open
Ooh, the times are changing

Forever
Forever

...

******* This Lyrics is NOT for Commercial use *******"
Need You Now,Lady Antebellum,contemporary country,2010,108,72,58,-4,24,32,236,3,3,53,"Picture perfect memories
Scattered all around the floor
Reaching for the phone cause
I can't fight it anymore

And I wonder if I ever cross your mind
For me it happens all the time

It's a quarter after one
I'm all alone and I need you now
Said I wouldn't call, but I lost all control
And I need you now
And I don't know how I can do without
I just need you now

...

******* This Lyrics is NOT for Commercial use *******"
Man Down,Rihanna,barbadian pop,2010,156,91,48,-4,5,54,267,4,19,59,"Sak Pasé

I didn't mean to end his life
I know it wasn't right
I can't even sleep at night
Can't get it off my mind
I need to get out of sight
Before I end up behind bars

What started out as a simple altercation
Turned into a real sticky situation
Me just thinking on the time that I'm facing
Makes me wanna cry

'Cause I didn't mean to hurt him
Could've been somebody's son
And I took his heart when
I pulled out that gun

Rum-pum-pum-pum
Rum-pum-pum-pum
Rum-pum-pum-pum
Man down

Rum-pum-pum-pum
Rum-pum-pum-pum
Rum-pum-pum-pum
Man down

Oh, mama, mama, mama
I just shot a man down
In central station
In front of a big old crowd
Oh why, oh why?

Oh, mama, mama, mama
I just shot a man down
In central station

It's a 22, I call her Peggy Sue
...

******* This Lyrics is NOT for Commercial use *******"
Pyro,Kings of Leon,modern rock,2010,115,61,37,-7,10,19,251,1,4,66,"Single book of matches gonna burn what's standing in the way

Roaring down the mountain, now they're calling on the fire brigade
Bury out the pictures and tell the kids that I'm okay

If and I'm forgotten, you'll remember me for the day

I, I won't ever be your corner stone
I

...

******* This Lyrics is NOT for Commercial use *******"
Atmosphere - 2010 Remaster,Joy Division,alternative rock,2010,120,39,62,-12,12,44,249,23,3,51,"Walk in silence
Don't walk away, in silence
See the danger
Always danger
Endless talking
Life rebuilding
Don't walk away
...

******* This Lyrics is NOT for Commercial use *******"
Back Down South,Kings of Leon,modern rock,2010,117,62,48,-7,26,15,241,6,4,58,"Come on out and dance, if you get the chance
We're gonna spit on the rivals
All I wanna know is how far you wanna go
Fighting for survival

Underneath the stars, where we parked the cars
Ain't showing signs of stopping
Pretty little girls, naked to their curls
Ready to lay in a coffin

If you wanna go, I'm gonna go
I've got a fire burning
Go on, take my hand when we see the band
Baby's gonna be a big one, oh, yeah

...

******* This Lyrics is NOT for Commercial use *******"
Riverside,Agnes Obel,chamber pop,2010,99,19,65,-14,13,23,231,98,3,48,"Down by the river by the boat
Where everybody goes to be alone
Where you won't see any rising sun
Down to the river we will run

When by the water we drink to the dregs
Look at the stones on the riverbed
I can tell from your eyes
You've never been by the riverside

Down by the water, the riverbed
Somebody calls you, somebody says
""Swim with the current and float away""
Down by the river everyday

...

******* This Lyrics is NOT for Commercial use *******"
Rainbow In The Sky - K & A's Radio Blast,DJ Paul Elstak,gabba,2011,168,94,48,-7,28,26,213,0,3,60,"I wanna see a rainbow high in the sky
I wanna see you and me on a bird flying away
-Flying away-
...

******* This Lyrics is NOT for Commercial use *******"
