Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
In Paradise,Laissez Faire,spotify:track:7EOZ9Q3Ntl2fJpclhFc937,0.71,0.846,7,-6.677,1,0.0835,0.00881,0.0274,0.347,0.78,122.718,349893,4,21.36985,15,1,"I've got a feeling that something is wrong
That look is telling me your not happy
We never listen to our favorite song
Do you remember the way you held me
No I won't let you work this love away
There was a time when you held me tight
Dreams of now and dreams of yesterday
Both have the heartache that you feel inside

Chorus:
"
Pink Cashmere,Prince,spotify:track:06iK9tZaEPCmbIPdskNQ8Q,0.731,0.435,1,-8.338,1,0.0465,0.568,8.53E-05,0.0901,0.861,167.142,374893,4,42.42699,15,1,Oooh
Re-arranged,Limp Bizkit,spotify:track:6IPJ7LeWIOhxPW8Sq3nIGc,0.527,0.771,11,-7.177,1,0.0769,0.1,0.0529,0.0612,0.411,104.386,354733,4,59.55853,11,1,"Just think about it
Just think about it

Lately I've been skeptical, silent when I would used to speak
Distant from all around me who witness me fail and become weak
Life is overwhelming, heavy is the head that wears the crown
I'd love to be the one to disappoint you when I don't fall down

But you don't understand when I'm attempting to explain
Because you know it all and I guess things will never change
But you might need my hand when falling in your hole
Your disposition, I'll remember when I'm letting go of you and me
We're through and rearranged

It seems that you're not satisfied, there's too much on your mind
"
Mojo Boogie,Sonny Landreth,spotify:track:5lBkKIGtnF12f6b4RdkfnE,0.748,0.508,4,-8.718,1,0.0428,0.819,0.00373,0.066,0.963,123.595,271800,4,58.34515,13,0,"Been to New Orleans sho' had a wonderful time
Been to New Orleans sho' had a wonderful time
I was high, high as a Georgia pine

Mighty cattin' on down on Rampart Street
Seen everybody that I wanted to meet
She said ""Watch it son, stop lookin' now
Listen to me! They got somethin' that'll
Knock you right off your feet""

They got that Mojo Boogie
They got that Mojo Boogie
"
Let's Try It Again,New Kids On The Block,spotify:track:27EP6MYMINYtwhkTagoiQD,0.554,0.361,8,-14.35,1,0.0257,0.142,0,0.123,0.278,136.625,231320,4,20.87243,9,1,"I've heard of true loves that lasted forever
I guess there is a way
And I've heard of true loves that needed each other
More and more each day

What is love when there's no one that cares?
Next time you need my love I'll be there, be right by your side

Let's try it again, try it again
Let's try it again, my love for you, it has no end
Let's try it again 'til the end
"
The Rotting Horse On The Deadly Ground,Summoning,spotify:track:0pTkhZYlHri4lyH6ftIhRs,0.398,0.997,0,-3.873,1,0.0944,0.000767,0.902,0.179,0.234,120.718,505760,4,56.83267,14,0,"Wars of great kings and clash of armouries
Whose swords no man could tell, whose spears
Were numerous as wheat field's ears
Rolled over all the great lands, and seas

Were loud with navies, their devouring fires
Behind the armies burned both fields and towns
And sacked and crumbled or to flaming pyres
Were cities made, where treasuries and crowns

"
Irresistible,Cathy Dennis,spotify:track:7g3cIyAuhXsBF9F063d4uo,0.711,0.72,0,-10.008,1,0.026,0.0587,0.0029,0.0461,0.961,105.039,228600,4,38.51282,11,1,"Irresistible baby you are
Irresistible baby you are
You are, you are

I lay awake at night, you're on my mind
I know the things I said were far from being kind
Sometimes the hurt inside can cloud the dream
And now I've hurt you saying things I didn't mean

The downright power of emotion (power of emotion)
Will not threaten my devotion
I'm forever waiting for you

Irresistible (irresistible) baby you are
You are, you are
You're so adorable (you're so adorable) baby, you are
You are, you are

You got a part of me inside your soul
I need you here with me in order to be whole
They say a broken heart will mend in time
But don't you realise forever isn't mine
"
Push,Matchbox Twenty,spotify:track:2KVwlelhxKUy8LVV6JypH3,0.42,0.672,6,-7.902,1,0.027,0.0067,0,0.108,0.476,168.019,238667,4,40.22388,10,0,"Said I don't know if I've ever been good enough
I'm a little bit rusty, and I think my head is cavin' in
And I don't know if I've ever been really loved
By a hand that's touched me
And I feel like something's gonna give

And I'm a little bit angry, well
This ain't over, no, not here
Not while I still need you around
You don't owe me, we might change, yeah
Yeah, we just might feel good

I wanna push you around
Well, I will, well, I will
I wanna push you down
Well, I will, well, I will
I wanna take you for granted

Well, I wanna take you for granted
Yeah, yeah, well, I will
She said I don't know why you ever would lie to me
"
Do You Want Me,Salt-N-Pepa,spotify:track:2iXqaccRqW6vqvqqBgOuug,0.899,0.451,11,-14.009,0,0.0511,0.0756,3.22E-05,0.044,0.973,121.575,232267,4,40.19435,14,1,"You said it loud, and I heard you
Never tried to hurt you
Some say I'm old-fashioned
I like to take my time and do it slow
You know with the flow
But don't try to rush it
So ride it like a horse
And let nature take its course
Get to know each other
Be my friend not just my lover
Share your thoughts with me
Love my mind not just my body, baby

Do you really want me, baby? Let me know
Cuz if you really like me I suggest you tell me so
Got no time for silly games, that ain't even why I came
Cuz I may be the kind of guy you like

"
Lyin' To Myself,David Cassidy,spotify:track:3gdD2aleRK8NMD3sgDCaQO,0.858,0.482,7,-6.81,1,0.0308,0.295,7.65E-05,0.085,0.374,100.032,227160,4,33.90847,11,1,"D. Cassidy/S. Shifrin

So I'll never feel your touch again
I'll get used to it
Hearts don't break they just bend
I'll come bouncing back
You barely left a scratch on me

You were nothing
But a little plaything
And your love bite
It was only a sting
Baby when you went
It hardly made a dent in me

It was just a fleshwound in my pride
It ain't no tragedy that I can't survive

"
The Loud Music Of The Sky,Summoning,spotify:track:15yQkanfg8WwMQga66Ge0c,0.487,0.703,9,-6.041,0,0.0656,0.000964,0.888,0.0758,0.359,101.12,407840,4,95.79307,11,0,"What I am, I must not show
And what I am thou could (not know)
Something betwixt heaven and hell
Something that neither stood nor fell
(Something that through thy wit or will
May work thee good, may work thee ill)

Far less happy, for we have
And help nor hope beyond the grave
(Man awakes to joy or sorrow
Ours the sleep that knows no morrow)
And this is all that I can show
And this is all that you may know
"
Unbelievable,EMF,spotify:track:5VYTKiOnHw4iTrB9pG3yum,0.637,0.849,1,-6.855,1,0.0362,0.000341,0.0386,0.141,0.936,104.074,209813,4,32.55442,12,1,"Oh
What?

What"
Metalians,Metalium,spotify:track:1LUwi8muMnNqrEqzZ0tRUH,0.285,0.992,3,-4.109,0,0.133,4.73E-06,0.0153,0.312,0.256,127.2,247533,3,15.31233,11,0,"I will be triumphant

The journey completed
A vast expanse before me
The view reveals a chrome filled sea
We stand tall we shan't fall
Aesthetic uniformity
Teeming with boundless energy

The time draws near
There is no fear

The final quest of the metalians
This is the place I want to be
Metalians quest at hand
"
You Think You Know Her,Cause & Effect,spotify:track:6OUExuMUOP3mJGnS2eA0Rx,0.648,0.699,0,-11.729,1,0.0328,0.0183,0.111,0.343,0.753,122.964,283933,4,56.28709,10,0,"Like Children
Rarely seen and never heard
Emotion
Bare your soul you'll never learn
But don't ask why
And you won't get lied to
Speak other softly
It's something you get used to
You Think you know Her
But you never really
Lived a life without her
Couldn't tell me
The things she said
"
I'm Only Shooting Love,Time Bandits,spotify:track:26m6wCMQ244fhbHGr6ihDc,0.72,0.567,2,-13.863,0,0.0482,0.0162,0.000684,0.0368,0.914,118.042,293107,4,73.61044,10,0,"Come with me, our game has just begun
Take my hand, we're gonna have some fun
Indiscreet, that's what they all tell me
Incomplete, see all their fingers pointed

I said love's for the ones
Looking to get
Out into space
Only shooting love
For the moment is there
Though it's hard to bear
Out in the cold

Time is right
I'm only shooting love
Time's tonight
That's what I'm thinking of
It's alright, ooh
I'm only shooting love
Time's tonight
"
Rock Revenge,Willy Crook,spotify:track:0oX6hfhQ2hC4wwxWE9sFdh,0.727,0.803,5,-8.936,0,0.0519,0.412,0.000672,0.123,0.804,111.076,270720,4,27.50149,14,0,"Well i'm really tired of you and what you do
All the samples that makes me easy going through you
We deserve that play music in good place
And we will see what kind of men we are

Well i got my brother rock revenge
Meet my friends in new dimension of to them
We deserve the best that i could play
"
Lost In Your Eyes,The Jeff Healey Band,spotify:track:18RkEaGWs0TMee1o0xDdN6,0.481,0.63,7,-7.503,1,0.0263,0.0656,7.99E-05,0.0559,0.435,80.831,305707,4,37.52201,12,1,"Light from a window
Cold dark and black
Sound from a dream
I was hypnotized
I was paralyzed
I could hardly speak

And baby
Baby
You never realized
That
I could have stood there lost in your eyes
Stood there waiting
And not realized
Love isnt easy
It isnt always kind
I could have stood there
Lost in your eyes

Guess I understand it
Guess I sort of have to
Guess I knid of see
Just because it could have been
Doesnt mean it had to
Ever mean a thing
"
I Don't Wanna Cry,Mariah Carey,spotify:track:1hFtJ5rV3aAm58ErijHdFO,0.641,0.504,7,-12.486,1,0.031,0.197,9.01E-05,0.288,0.276,130.786,288827,4,24.16949,16,1,"Once again we sit in silence
After all is said and done
Only emptiness inside us
Baby, look what we've become

We can make a million promises
But we still won't change
It isn't right to stay together
When you only bring each other pain

I don't wanna cry, don't wanna cry
Nothing in the world could take us back
To where we used to be

Though I've given you my heart and soul
I must find a way of letting go
"
Falling To Pieces,Faith No More,spotify:track:707clfebuSBlIgl03cOJSX,0.545,0.919,2,-7.679,1,0.0484,0.00272,0.00511,0.0977,0.387,104.366,313573,4,46.87412,12,1,"Back and forth, I sway with the wind
Resolution slips away again
Right through my fingers, back into my heart
Where it's out of reach and it's in the dark

Sometimes I think I'm blind
Or I may be just paralyzed
Because the plot thickens every day
And the pieces of my puzzle keep crumbling away
But I know there's a picture beneath

Indecision clouds my vision
No one listens

Because I'm somewhere in between
My love and my agony
You see, I'm somewhere in between
My life is falling to pieces
Somebody put me together

Layin' face down on the ground
My fingers in my ears to block the sound
"
Don't Let Go (Love),En Vogue,spotify:track:06TuMCjDEYjTOJScCRzmjf,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32E-06,0.3,0.561,78.311,291880,4,51.39852,12,1,"Oh yeah, ooh
Oh, hey

What's it gonna be?
'Cause I can't pretend
Don't you wanna be (don't you wanna be)
More than friends?
Then hold me tight, and don't let go
Don't let go
You have the right to lose control (you have the right, yeah)
Don't let go

I often tell myself that we could be more than just friends
I know you think that if we move too soon, it would all end
I live in misery when you're not around
And I won't be satisfied 'til we're taking those vows

There'll be some love makin', heart breakin', soul shakin', oh
Love makin', heart breakin', soul shakin'

What's it gonna be?
'Cause I can't pretend (I can't pretend, no)
Don't you wanna be (don't you wanna be)
More than friends? (Ooh-hoo)
Then hold me tight, and don't let go
Don't let go
You have the right to lose control
Don't let go
"
Someone,The Rembrandts,spotify:track:2SEx5I4i16LVoyIYFgjjw8,0.48,0.53,11,-7.214,1,0.0258,0.406,0,0.18,0.532,79.598,229707,4,43.91732,12,1,"We've been together now for such a long time
Through every trial we'd ever care to go
When I look back, I almost can't believe it
We're not the same people that we used to know

With all the years behind me spent pretending
I didn't need someone like you around
It makes it even harder to imagine
The life I'd be livin', if I hadn't found

Someone to hold me the way that you do
Someone who needs me the way I need you
"
Absence Of The Heart,Deana Carter,spotify:track:7wLHPeD2BAtsibEcV9XYL8,0.59,0.299,6,-10.839,1,0.0246,0.684,1.83E-05,0.0976,0.139,84.981,210733,4,33.91154,10,1,"I write you letters, but I don't send them
I just can't figure out how to end them
I try to reach you, you're right beside me
There's something missin' and we can't deny that

We live together separately
We don't want to fall apart
But every time we kiss there's an emptiness
An absence of the heart

How did we lose it, why did this happen
"
Real Love,Slaughter,spotify:track:1czuLYsuy6VtIjAE0iY2b2,0.435,0.939,4,-3.815,0,0.046,0.253,0,0.157,0.537,90.974,219800,4,19.27306,9,1,"I lie awake in the morning light
No one to hold
Another sleepless night
'Cause it's over now that you've left me
Oh so lonely

Oh, I hear it calling
Oh, I hear it calling

Real love won't somebody show me
Real love isn't anyone true anymore
Real love won't somebody show me
"
Macarena Christmas,Los Del Rio,spotify:track:5gC7cwZNKqaNLlvHlLjjqE,0.701,0.559,1,-9.577,1,0.0483,0.00312,0.0029,0.392,0.488,103.222,253267,4,47.5935,11,1,"Joy to the world, Joy to the world, Joy to the world, Joy to the world
Joy to the world, Joy to the world, Joy to the world, Joy to the world
Dale a tu cuerpo alegria Macarena
Que tu cuerpo es pa' darle alegria y cosa buena
Dale a tu cuerpo alegria, Macarena
Heeeeey Macarena
AAAhAA!
Joy to the world, Joy to the world, Joy to the world, Joy to the world
Jingle bells, jingle bells,
Jingle all the way!
O what fun it is to ride
In a one-horse open sleigh
Dale a tu cuerpo alegria Macarena
Que tu cuerpo es pa' darle alegria y cosa buena
"
Selling The Drama,Live,spotify:track:7BG8BwW3Bhdq4PnZmjDBRm,0.448,0.901,6,-6.722,1,0.0627,0.0121,0.000148,0.127,0.406,124.525,205413,4,32.83881,8,1,"And to love a god
And to fear a flame
And to burn a crowd that has a name

And to right or wrong
And to weak or strong
It is known, just scream it from the wall

I've willed, I've walked, I've read
I've talked, I know, I know
I've been here before

Hey, now we won't be raped
Hey, now we won't be scarred like that
Hey, now we won't be raped
Hey, now we won't be scarred like that
"
See The Lights,Simple Minds,spotify:track:76hSXfMa3eIqWCUHCyqByb,0.601,0.807,2,-8.294,1,0.0393,0.0326,0.000114,0.318,0.472,126.075,297987,4,38.31475,11,1,"Summer's gone winter's in your eyes
I can feel the thunder storms inside
I wake every morning and the cold winds cover me
All I've got's a ghost of what could be

If you can see the lights shine in front of me
If you can see the lights shout out where you'll be

I'm in a broken dream I stare out into space
"
You,Candlebox,spotify:track:5J19HPdmJHOEu32iyZEt5k,0.329,0.861,11,-5.855,0,0.147,0.00789,2.88E-06,0.0844,0.599,195.303,297173,3,51.46293,13,1,"Oh, I could tear your walls down
As I chip at who you are now
Don't you?
You ever let me know, how?
You never let me know

And I could break your heart down
As I tell you that you've burned out
Don't you?
You want to let it go, yeah
You want to let it go, yeah

Oh, don't you?
Oh, don't you?
Oh, don't you?

Scream and shout now
As I feel you pressin' down on
Don't you?
"
Everything's Gonna Be Alright,Naughty By Nature,spotify:track:1KYzOVIcp7Oe6FTuIvHrpz,0.883,0.647,10,-14.054,0,0.197,0.0633,0,0.254,0.739,101.649,291867,4,37.66632,8,1,"Nurse Johnson, is the mother still in the recovery room?
Yes, Dr. Blair
Okay, I'll go to the waitin' room and inform the father it's a boy
I'm afraid there is no father, sir
Another ghetto bastard, huh?
I'm afraid so
Well, put him with the rest of the born losers
All right doctor, a shame isn't it?
Not a shame, a problem
(Dr. Blair, Dr. Blair, Dr. J. Hamilton, Dr. J. Hamilton)

Smooth it out (alright)
This is a story about the drifter
Who waited for the worst, 'cause the best lived 'cross town
Who never planned on having, so didn't
Why me, huh?

Everything's gonna be alright (alright)
Everything's gonna be alright (alright)
Everything's gonna be alright now (alright)
Everything's gonna be alright (alright)

Some get a little and some get none
Some catch a bad one and some leave the job half done
I was one who never had and always mad
Never knew my dad, motherfuck the fag

Well, anyway, I did pickups, lift-and-click-ups
Seen many stick-ups, 'cause niggas had the trigger hiccups
I couldn't get a job, nappy hair was not allowed
My mother couldn't afford us all, she had to throw me out

I walked the strip with just a clip, who want a hit?
They got 'em quick, I had to eat, this money's good as spent
I threw in braids, I wasn't paid enough
I kept 'em long 'cause I couldn't afford a haircut

I got laughed at, I got chumped, I got dissed
I got upset, I got a TEC and a banana clip
Was down to throw the lead to any telling tackhead
"
Funk Boutique,The Cover Girls,spotify:track:39Ef64qWq2zWhHAZzLB01M,0.629,0.857,6,-10.33,0,0.0396,0.00723,0.331,0.083,0.685,115.781,402940,4,21.43915,17,1,"Come on down, to the funk boutique
Try on a groove with a funky rhythm

Yeah, yeah
Yeah, yeah

Come on down, to the funk boutique
Try on a groove with a funky rhythm

Yeah, yeah
Yeah, yeah

Funky rhythm
It's a funky rhythm
Funky rhythm
Funky rhythm

Yeah, yeah

Funky rhythm
It's a funky rhythm
Funky rhythm
Funky rhythm

Oh, oh, oh, oh, oh
Come on down, to the funk boutique
Try on a groove with a funky rhythm

Oh, oh, oh, oh, oh

Mister Funk
"
Cat's In The Cradle,Ugly Kid Joe,spotify:track:4xfT6cr90fQu26YMYDdknY,0.466,0.511,8,-8.78,1,0.0421,0.696,0,0.0968,0.354,75.375,250693,4,61.56689,9,1,"My child arrived just the other day
Came to the world in the usual way
But there were planes to catch and bills to pay
He learned to walk while I was away
He was talkin' 'fore I knew it
And as he grew he said
""I'm gonna be like you, Dad
You know I'm gonna be like you""

And the cat's in the cradle and the silver spoon
Little boy blue and the man on the moon
""When you comin' home?""
""Son, I don't know when
We'll get together then
You know we'll have a good time then""

Well, my son turned ten just the other day
He said, ""Thanks for the ball, Dad, c'mon, let's play
Could you teach me to throw?"", I said, ""Not today
I got a lot to do"", he said, ""That's okay""
And he, he walked away and he smiled and he said
""You know I'm gonna be like him, yeah
You know I'm gonna be like him""

"
I Can Do That,Montell Jordan,spotify:track:5swljxEI3gY3FthAKrZqtO,0.809,0.452,9,-4.994,1,0.0842,0.0577,0,0.121,0.785,128.79,286400,4,27.1861,13,1,"I'm still here.
You want me to buy you Victoria's Secrets?
I can do that.
You want sex twice a day"
My Kinda Girl,Babyface,spotify:track:4D288d9iTLDzEEETt5D8y3,0.711,0.804,4,-7.148,0,0.0445,0.0548,0.000314,0.0732,0.69,99.927,279267,4,64.93063,9,1,"First, there is no doubt
Not for a minute
You've always been my heart's
Number one and number two
Girl, you were right there
And I won't forget it
By my side for all those nights
I had to hold on to you

If there's one thing that I know
Girl, you are my heart and soul
When I needed love indeed
You were always there for me

And I'll make love stay
Till my dying day
And it really makes me feel good
Just to say

After all that we've been through
It's so nice to know someone like you
Still cares for me, baby
'Cause you're my kinda lady
And no matter what I do
I promise that I'll keep on
Loving you, pretty baby
'Cause you're my kinda lady
You're my kinda girl

Now I know
That nothin' could separate us
You'll always be my girl
I will always be your man
We go as far
As love's gonna take us
"
Expression,Salt-N-Pepa,spotify:track:1lXs8UWoQr7wMjHdxQI2XA,0.936,0.571,6,-10.834,1,0.0846,0.0347,2.81E-06,0.101,0.881,107.738,236240,4,35.86993,10,1,"Oh yeah, oh yeah
You know life is all about expression
You only live once, and you're not coming back
So express yourself, yeah

Express yourself, you gotta be you and only you, babe
Express yourself, and let me be me
Express yourself, don't tell me what I cannot do, baby
Come on and work your body

Now Joe wanna be like Bob
Bob got it goin' on with no job
And everything Rob got he got from Robin
And everything she got she got ho-hoppin'
My girl Jilly wanna be like Jackie
Fat rope chains and I think that's wick-wacky
Tom and Dick wanna be like Harry
Little do they know he's bitin' on Barry
Stan was a scam, but Vinnie's legit
Mercedes coupe hometroop with no kit
A businessman with a beeper for a reason
Not like Tim because it's in this season

Express yourself, you gotta be you and only you, babe
Express yourself, and let me be me
Express yourself, don't tell me what I cannot do, baby
Come on and work your body

"
I Know Where It's At,All Saints,spotify:track:4pGGt0NM4C8GuoaeN6L3Hq,0.684,0.737,6,-7.068,1,0.053,0.0221,3.85E-06,0.154,0.712,97.472,293733,4,40.2023,11,1,"I Know where it's at (I know where it's at) 3 x
I know
I know
I know (Where it's at)

If you wanna have a good time (I know where it's at)
If you know you got something on your mind (I know where it's at)
If you know that you wanna get on down (I know where it's at)
Don't deny
Don't be shy just come around

I've been watching you and I know you like to party baby
And you know that that sounds a really good to me yeeah
Everybody wants to hang out at my party baby
Don't you know that this is the only place to be
(Don't you wanna come and see it)
If you know that you wanna get on down (Bop Bop)
No need to worry cuz All Saints will be around (Bop Bop)
So if your feeling kinda lonely baby don't (Bop Bop)
Cuz I'll be here right by your side ready to flow (Ready to flow)

(I know where it's at)
If you wanna have a good time
(I know where it's at)
If you know you've got something on your mind
(I know where it's at)
If you know that you wanna get on down
(I know where it's at)
Don't deny
Don't be shy just come round
"
April 8th,Neutral Milk Hotel,spotify:track:6tJwxMPnKJijb7lrClG9RV,0.326,0.189,0,-15.375,1,0.0352,0.298,0.73,0.495,0.0353,110.575,167733,4,46.26213,8,0,"Crawl across toward your window
I'm calling softly from the street
Always a lonely widow
Half-awake and sleeping on my feet
I'm of age but have no children
No quarter phone booth calls to home
"
Does Anybody Really Fall In Love Anymore?,Kane Roberts,spotify:track:0kKIjuEgtE5J930ugt5iJd,0.38,0.657,5,-8.379,1,0.0329,0.0537,0.000239,0.0808,0.547,176.676,265430,4,27.8696,11,1,"Kane Roberts
Miscellaneous
Does Anybody Really Fall In Love Anymore?
Does Anybody Really Fall In Love Anymore?
Kane Roberts
I walked down the street
People passing me by
They look me up and down
But they don't look me in the eye
I'm just another stranger
In my own home town
Looking for an angel
But heaven can't be found
"
One Minute Ska,Bluekilla,spotify:track:0dtPYmfQKigyYmT3W8yrQs,0.486,0.842,7,-10.337,1,0.0458,0.121,0.000445,0.0522,0.88,166.686,77893,3,26.15875,4,0,"60 seconds make a minit
60 minits make an hour
24 hours make a day
"
Cry For You,Jodeci,spotify:track:3RNvMhYFEwpCgPnDGKR5MB,0.65,0.496,5,-12.349,0,0.0331,0.305,0,0.33,0.576,115.775,300907,4,36.36934,13,1,"Without you, baby
I feel worthless
I'm living on the edge

It's been an hour since you've been gone
And that's too long, so come back home
I can't live without you
So I'll cry for you

Do anything that I can
To feel that touch from your hand
Sorry that I want you
Lady, what do I do?

You know you're everything I do
Ooh, yeah
Do what you want me to
I would do anything
Get on my knees for you
Ooh, baby
What else is there to do?
I don't know, I don't know, but I'll cry

Lady, I will cry for you tonight, tonight (yeah)
Lady, I will cry for you tonight, tonight
"
Hungah,Karyn White,spotify:track:6Rlj2EQvvgzRyzmWxvXcN1,0.715,0.865,8,-6.724,0,0.0669,0.386,0.00587,0.0396,0.717,98.163,266773,4,88.28668,7,1,"Oh
Oh, baby

An appetizin' love recipe
Just like honey to honey bees, oh
I just can't get enough
So fill me up, quench my appetite
I think you know what I have in mind (And you got it)
I'm not gonna let go

I'm burnin' with desire
I'm starvin' for your love
Put out my fire
Oh, don't ask what you should do
Be the doctor, baby, I'm in need of a cure
I hunger for your love

I hunger for your love (Just a little bit)
I hunger for your love (Ooh, baby, I hunger)
I hunger for your love (Hunger for your love)
I hunger for your love

Baby, I want ya
Ooh, I hunger
Baby, I want ya
Ooh, I hunger

Ooh
"
Back To The Hotel,N2Deep,spotify:track:47ukoPgAExwBp64F2gQlv2,0.69,0.38,9,-12.845,1,0.0609,0.000168,0.000533,0.136,0.305,201.697,304280,4,31.36905,14,1,"V-Town, brother, check it out, I'm 'bout to throw down
Dick in hand, the shit that had you toked down
A little city, chillin' in the North Bay
Needless to say, my boys don't play, fool

Yorker sidin', you know how the songs goes
In the back, sippin' purple chongos
Don't look for trouble, but it always seems to find us
Forty-grippin', panties, sippin', and these finks are right behind us

Quick left, one blow, K.O.
Hit the road to the next episode
In the saga of a few fellas
Oh, what the hell, I guess I better tell ya

It's Friday night, I got a brand new kit on
A fifth of Hen, for me to get bent on
Hit the country club to pick up ML
Eighty West, back to the hotel

At the Telly, Bones is doing pipe work
Johnny Z had his hand up a miniskirt
The Latina on the corner started to flirt
"
Giving You The Benefit,Pebbles,spotify:track:2nNKXDFRz6cog1kolC3efq,0.706,0.8,5,-10.496,0,0.0468,0.144,0.00137,0.0998,0.931,103.074,341960,4,26.07505,17,1,"G-G-Giving you, giving you.
G-G-Giving you, giving you.
G-G-Giving you, giving you.
Here we go. 1, 2, 3, 4.
Lately, I've been trying to figure out your mind and why you keep dissin' me,
Poor little me.
And why you have a change of heart to turn it all around
And then try to put it on me,
Poor little me.
But don't you know I can be a trip.
I can make things hard.
But baby, I believe that you still got a heart.
That's why I try to stop myself before I start,
'Cause I can make it tough.
I can make it rough, but I won't.
Well, I'll be giving you the benefit of the doubt.
I'm giving you a minute to try to work it on out.
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out.
Baby, work it on, work it on out. (Work, work, work.)
Baby, work it on, work it on out. (Work, work, work.)
Oooh, oooooooooh.
Baby, how could you be hanging out on the town
And claim that you're missing me,
Poor little me,
When you knew all the time that you could've been with your homegirl lovin' and a kissin' on me,
Sweet little me.
But don't you know if you wanna be a man,
You gotta work real hard.
If you wanna make me feel like I'm your number one,
Then nothing in the world should make us part.
'Cause we can make it work, if you take away the hurt from my heart.
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out.
I'll be giving you the benefit of the doubt
And I'm giving you a minute to try to work it on out.
Baby, work it on, work it on out.
"
Counting Blue Cars,Dishwalla,spotify:track:6B618H5CuCdEzcVs0NKTlt,0.454,0.79,11,-4.361,0,0.0285,0.00604,3.09E-05,0.225,0.362,100.225,291907,4,30.72138,11,1,"Must have been late afternoon
I could tell by how far the child's shadow stretched out
And he walked with a purpose in his sneakers down the street
He had many questions like children often do

He said, ""Tell me all your thoughts on God
And tell me, am I very far?""

Must have been late afternoon
On our way, the sun broke free of the clouds
We count only blue cars
Skip the cracks in the street
And ask many questions like children often do
"
Someone To Hold,Trey Lorenz,spotify:track:0QxHxD5A0qzNBIMobsQT4X,0.594,0.543,4,-10.095,1,0.0382,0.448,0,0.0818,0.543,147.956,283293,4,18.96522,11,1,"Oh, baby (ooh, ooh)
Ooh, baby (ooh, ooh)

I was alone
Until you came and brought the sunshine
I was afraid, dead
But in your love, I found peace of mind

I was so blind
You opened my eyes and now I can see
I know that you understand me, baby
You're all a woman should be

And it's you baby
That gets me to tomorrow
And it's you baby
That takes away my sorrow
When you lie close to me in my heart, I believe
We'll always be together
And there ain't nobody better
Our love will last forever
I finally found

Someone to hold
Girl, you're my everything
To call my own
Every single day of my life
"
Fly To the Angels,Slaughter,spotify:track:6e165g8fp2WDCBwF1zxLMh,0.496,0.576,0,-12.26,1,0.0352,0.073,0.000277,0.101,0.371,119.953,272240,4,33.78954,11,1,"Pictures of you
Oh, they're still on my mind
You had this smile
That could light up the world
Now it rains
It seems the sun never shines

And I drive
Down this lonely, lonely road
Ooh, I got this feelin'
Girl, I got to let you go

'Cause now you've got to fly high (fly high)
Fly to the angels
Heaven awaits your heart
And flowers bloom in your name
Whoa, oh, whoa, oh, oh
You've got to fly (fly high)
Fly to the angels
All the stars in the night
"
Come And Get Your Love,Real McCoy,spotify:track:0XVikcHfkoBvJ5ZU8xQBWn,0.736,0.864,8,-6.567,1,0.0397,0.0179,1.62E-05,0.345,0.763,108.828,194560,4,21.52721,11,1,"Come and get your love, come and get your love, come and get your love now
Come and get your love, come and get your love, come and get your love

Yeah yeah (hey yeah)
What's the matter with your head (oh yeah)
Yeah yeah (hey yeah)
What's the matter with your mind and your sign and a ooh yeah

How am I gonna get it baby gonna get my loving?
Talk to me tell me how I'm gonna get it
I'm ready for you baby, ready for your loving
Don't make me wait 'cause I really need to get it

Yeah yeah (hey yeah)
With it baby 'cause your fine and your mine, and you look so divine

Come and get your love (come and get your love, come and get your love, come and get your love)
Come and get your love (come and get your love, come and get your love, come and get your love)
Come and get your love, whoa yeah, come and get your love

"
Just Like You,Robbie Nevil,spotify:track:4zfAuDqZ9ndtLBaKdHIqtA,0.697,0.716,2,-11.987,1,0.0408,0.113,0,0.345,0.847,98.243,246600,4,90.6483,9,1,"I want to be just like you
I want to be just like you

I wanna be just like you
I wanna be just the same (woo)
Yeah, yeah, yeah, yeah
I wanna be just like you
I wouldn't change a thing
I could be so cruel

You've got fingers that know where to touch me
Red lips like fruit on the vine
You set the fire then tell me you're leaving
Just so you can lead me on some other night

You've got looks, you know how to use them
Such a tease since the day we met
It's not what you do, it's how you do it
And you're a role model I could never forget now

I wanna be just like you
I wanna be just the same
I wanna know all your moves
And play all your games
I wanna be just like you
"
